date,event,weight_class,winner,winner_weight,winner_odds,loser,loser_weight,loser_odds,method,rnd,time
"Dec 8, 2018",UFC 231 - Holloway vs. Ortega,Featherweight,Hakeem Dawodu,NA,NA,Kyle Bochniak,NA,NA,Decision (Split),3,5:00
"Dec 8, 2018",UFC 231 - Holloway vs. Ortega,Light Heavyweight,Thiago Santos,NA,NA,Jimi Manuwa,NA,NA,KO (Punches),2,0:41
"Dec 8, 2018",UFC 231 - Holloway vs. Ortega,Strawweight,Nina Nunes,,,Claudia Gadelha,NA,NA,Decision (Unanimous),3,5:00
"Dec 8, 2018",UFC 231 - Holloway vs. Ortega,Lightweight,Gilbert Burns,NA,NA,Olivier Aubin-Mercier,NA,NA,Decision (Unanimous),3,5:00
"Dec 8, 2018",UFC 231 - Holloway vs. Ortega,Flyweight,Jessica Eye,NA,NA,Katlyn Cerminara,,,Decision (Split),3,5:00
"Dec 8, 2018",UFC 231 - Holloway vs. Ortega,Middleweight,Elias Theodorou,NA,NA,Eryk Anders,NA,NA,Decision (Split),3,5:00
"Dec 8, 2018",UFC 231 - Holloway vs. Ortega,Bantamweight,Brad Katona,NA,NA,Matthew Lopez,NA,NA,Decision (Unanimous),3,5:00
"Dec 8, 2018",UFC 231 - Holloway vs. Ortega,Welterweight,Dhiego Lima,NA,NA,Chad Laprise,NA,NA,KO (Punch),1,1:37
"Dec 8, 2018",UFC 231 - Holloway vs. Ortega,Lightweight,Diego Ferreira,NA,NA,Kyle Nelson,NA,NA,TKO (Punches),2,1:23
"Dec 8, 2018",UFC 231 - Holloway vs. Ortega,Light Heavyweight,Aleksandar Rakic,NA,NA,Devin Clark,NA,NA,TKO (Punches),1,4:05
"Dec 1, 2018",UFC Fight Night 142 - Dos Santos vs. Tuivasa,Heavyweight,Junior dos Santos,NA,NA,Tai Tuivasa,NA,NA,TKO (Punches),2,2:30
"Dec 1, 2018",UFC Fight Night 142 - Dos Santos vs. Tuivasa,Light Heavyweight,Mauricio Rua,NA,NA,Tyson Pedro,NA,NA,TKO (Punches),3,0:43
"Dec 1, 2018",UFC Fight Night 142 - Dos Santos vs. Tuivasa,Heavyweight,Justin Willis,NA,NA,Mark Hunt,NA,NA,Decision (Unanimous),3,5:00
"Dec 1, 2018",UFC Fight Night 142 - Dos Santos vs. Tuivasa,Welterweight,Anthony Rocco Martin,NA,NA,Jake Matthews,NA,NA,Technical Submission (Anaconda Choke),3,1:19
"Dec 1, 2018",UFC Fight Night 142 - Dos Santos vs. Tuivasa,Featherweight,Sodiq Yusuff,NA,NA,Suman Mokhtarian,NA,NA,TKO (Punches),1,2:14
"Dec 1, 2018",UFC Fight Night 142 - Dos Santos vs. Tuivasa,Light Heavyweight,Jimmy Crute,,,Paul Craig,NA,NA,Submission (Kimura),3,4:51
"Dec 1, 2018",UFC Fight Night 142 - Dos Santos vs. Tuivasa,Welterweight,Alexey Kunchenko,NA,NA,Yushin Okami,NA,NA,Decision (Unanimous),3,5:00
"Dec 1, 2018",UFC Fight Night 142 - Dos Santos vs. Tuivasa,Flyweight,Wilson Reis,NA,NA,Ben Nguyen,NA,NA,Decision (Unanimous),3,5:00
"Dec 1, 2018",UFC Fight Night 142 - Dos Santos vs. Tuivasa,Welterweight,Keita Nakamura,NA,NA,Salim Touahri,NA,NA,Decision (Split),3,5:00
"Dec 1, 2018",UFC Fight Night 142 - Dos Santos vs. Tuivasa,Flyweight,Kai Kara-France,NA,NA,Elias Garcia,NA,NA,Decision (Unanimous),3,5:00
"Dec 1, 2018",UFC Fight Night 142 - Dos Santos vs. Tuivasa,Lightweight,Christos Giagos,NA,NA,Mizuto Hirota,NA,NA,Decision (Unanimous),3,5:00
"Dec 1, 2018",UFC Fight Night 142 - Dos Santos vs. Tuivasa,Lightweight,Damir Ismagulov,NA,NA,Alex Gorgees,NA,NA,Decision (Unanimous),3,5:00
"Nov 30, 2018",UFC - The Ultimate Fighter 28 Finale,Welterweight,Kamaru Usman,NA,NA,Rafael dos Anjos,NA,NA,Decision (Unanimous),5,5:00
"Nov 30, 2018",UFC - The Ultimate Fighter 28 Finale,Heavyweight,Juan Espino,,,Justin Frazier,NA,NA,Submission (Straight Armlock),1,3:36
"Nov 30, 2018",UFC - The Ultimate Fighter 28 Finale,Featherweight,Macy Chiasson,NA,NA,Pannie Kianzad,NA,NA,Submission (Rear-Naked Choke),2,2:11
"Nov 30, 2018",UFC - The Ultimate Fighter 28 Finale,Bantamweight,Pedro Munhoz,NA,NA,Bryan Caraway,NA,NA,TKO (Body Kick and Punches),1,2:39
"Nov 30, 2018",UFC - The Ultimate Fighter 28 Finale,Middleweight,Edmen Shahbazyan,NA,NA,Darren Stewart,NA,NA,Decision (Split),3,5:00
"Nov 30, 2018",UFC - The Ultimate Fighter 28 Finale,131lb Catchweight,Antonina Shevchenko,NA,NA,Ji Yeon Kim,NA,NA,Decision (Unanimous),3,5:00
"Nov 30, 2018",UFC - The Ultimate Fighter 28 Finale,149lb Catchweight,Kevin Aguilar,NA,NA,Ricky Glenn,,,Decision (Unanimous),3,5:00
"Nov 30, 2018",UFC - The Ultimate Fighter 28 Finale,Flyweight,Joseph Benavidez,NA,NA,Alex Perez,NA,NA,TKO (Punches),1,4:19
"Nov 30, 2018",UFC - The Ultimate Fighter 28 Finale,Heavyweight,Maurice Greene,NA,NA,Michel Batista,NA,NA,Submission (Triangle Choke),1,2:14
"Nov 30, 2018",UFC - The Ultimate Fighter 28 Finale,Featherweight,Leah Letson,NA,NA,Julija Stoliarenko,NA,NA,Decision (Split),3,5:00
"Nov 30, 2018",UFC - The Ultimate Fighter 28 Finale,Lightweight,Roosevelt Roberts,NA,NA,Darrell Horcher,NA,NA,Submission (Guillotine Choke),1,4:50
"Nov 30, 2018",UFC - The Ultimate Fighter 28 Finale,Welterweight,Tim Means,NA,NA,Ricky Rainey,NA,NA,TKO (Punches),1,1:18
"Nov 30, 2018",UFC - The Ultimate Fighter 28 Finale,Bantamweight,Raoni Barcelos,NA,NA,Chris Gutierrez,NA,NA,Submission (Rear-Naked Choke),2,4:12
"Nov 24, 2018",UFC Fight Night 141 - Blaydes vs. Ngannou 2,Heavyweight,Francis Ngannou,NA,NA,Curtis Blaydes,NA,NA,TKO (Punches),1,0:45
"Nov 24, 2018",UFC Fight Night 141 - Blaydes vs. Ngannou 2,Heavyweight,Alistair Overeem,NA,NA,Sergei Pavlovich,NA,NA,TKO (Punches),1,4:21
"Nov 24, 2018",UFC Fight Night 141 - Blaydes vs. Ngannou 2,Bantamweight,Yadong Song,NA,NA,Vince Morales,NA,NA,Decision (Unanimous),3,5:00
"Nov 24, 2018",UFC Fight Night 141 - Blaydes vs. Ngannou 2,Welterweight,Jingliang Li,NA,NA,David Zawada,NA,NA,KO (Body Kick),3,4:07
"Nov 24, 2018",UFC Fight Night 141 - Blaydes vs. Ngannou 2,Welterweight,Alex Morono,NA,NA,Kenan Song,NA,NA,Decision (Unanimous),3,5:00
"Nov 24, 2018",UFC Fight Night 141 - Blaydes vs. Ngannou 2,Flyweight,Yanan Wu,NA,NA,Lauren Mueller,NA,NA,Submission (Armbar),1,4:00
"Nov 24, 2018",UFC Fight Night 141 - Blaydes vs. Ngannou 2,208lb Catchweight,Rashad Coulter,NA,NA,Yaozong Hu,NA,NA,Decision (Unanimous),3,5:00
"Nov 24, 2018",UFC Fight Night 141 - Blaydes vs. Ngannou 2,Strawweight,Weili Zhang,NA,NA,Jessica Aguilar,NA,NA,Submission (Armbar),1,3:41
"Nov 24, 2018",UFC Fight Night 141 - Blaydes vs. Ngannou 2,Bantamweight,Pingyuan Liu,NA,NA,Martin Day,NA,NA,Decision (Split),3,5:00
"Nov 24, 2018",UFC Fight Night 141 - Blaydes vs. Ngannou 2,Strawweight,Xiaonan Yan,NA,NA,Syuri Kondo,NA,NA,Decision (Unanimous),3,5:00
"Nov 24, 2018",UFC Fight Night 141 - Blaydes vs. Ngannou 2,Middleweight,Kevin Holland,NA,NA,John Phillips,NA,NA,Submission (Rear-Naked Choke),3,4:05
"Nov 24, 2018",UFC Fight Night 141 - Blaydes vs. Ngannou 2,Bantamweight,Louis Smolka,NA,NA,Su Mudaerji,NA,NA,Submission (Armbar),2,2:07
"Nov 17, 2018",UFC Fight Night 140 - Magny vs. Ponzinibbio,Welterweight,Santiago Ponzinibbio,NA,NA,Neil Magny,NA,NA,KO (Punch),4,2:36
"Nov 17, 2018",UFC Fight Night 140 - Magny vs. Ponzinibbio,Featherweight,Ricardo Lamas,NA,NA,Darren Elkins,NA,NA,TKO (Punches and Elbows),3,4:09
"Nov 17, 2018",UFC Fight Night 140 - Magny vs. Ponzinibbio,Light Heavyweight,Johnny Walker,NA,NA,Khalil Rountree,NA,NA,KO (Elbow),1,1:57
"Nov 17, 2018",UFC Fight Night 140 - Magny vs. Ponzinibbio,Middleweight,Ian Heinisch,NA,NA,Cezar Ferreira,NA,NA,Decision (Unanimous),3,5:00
"Nov 17, 2018",UFC Fight Night 140 - Magny vs. Ponzinibbio,Bantamweight,Marlon Vera,NA,NA,Guido Cannetti,NA,NA,Submission (Rear-Naked Choke),2,1:31
"Nov 17, 2018",UFC Fight Night 140 - Magny vs. Ponzinibbio,118lb Catchweight,Cynthia Calvillo,NA,NA,Poliana Botelho,NA,NA,Submission (Rear-Naked Choke),1,4:48
"Nov 17, 2018",UFC Fight Night 140 - Magny vs. Ponzinibbio,Welterweight,Michel Prazeres,NA,NA,Bartosz Fabinski,NA,NA,Submission (Guillotine Choke),1,1:02
"Nov 17, 2018",UFC Fight Night 140 - Magny vs. Ponzinibbio,Flyweight,Alexandre Pantoja,NA,NA,Yuta Sasaki,NA,NA,Submission (Rear-Naked Choke),1,2:18
"Nov 17, 2018",UFC Fight Night 140 - Magny vs. Ponzinibbio,Featherweight,Austin Arnett,NA,NA,Humberto Bandenay,NA,NA,Decision (Unanimous),3,5:00
"Nov 17, 2018",UFC Fight Night 140 - Magny vs. Ponzinibbio,Welterweight,Laureano Staropoli,NA,NA,Hector Aldana,NA,NA,Decision (Unanimous),3,5:00
"Nov 17, 2018",UFC Fight Night 140 - Magny vs. Ponzinibbio,Lightweight,Jesus Pinedo,NA,NA,Devin Powell,NA,NA,Decision (Unanimous),3,5:00
"Nov 17, 2018",UFC Fight Night 140 - Magny vs. Ponzinibbio,Featherweight,Nad Narimani,NA,NA,Anderson dos Santos,NA,NA,Decision (Unanimous),3,5:00
"Nov 3, 2018",UFC 230 - Cormier vs. Lewis,Heavyweight Title Fight,Daniel Cormier,NA,NA,Derrick Lewis,NA,NA,Submission (Rear-Naked Choke),2,2:14
"Nov 3, 2018",UFC 230 - Cormier vs. Lewis,Middleweight,Ronaldo Souza,NA,NA,Chris Weidman,NA,NA,KO (Punches),3,2:46
"Nov 3, 2018",UFC 230 - Cormier vs. Lewis,Middleweight,Jared Cannonier,NA,NA,David Branch,NA,NA,TKO (Punches),2,0:29
"Nov 3, 2018",UFC 230 - Cormier vs. Lewis,Middleweight,Karl Roberson,NA,NA,Jack Marshman,NA,NA,Decision (Unanimous),3,5:00
"Nov 3, 2018",UFC 230 - Cormier vs. Lewis,Middleweight,Israel Adesanya,NA,NA,Derek Brunson,NA,NA,TKO (Knees and Punches),1,4:51
"Nov 3, 2018",UFC 230 - Cormier vs. Lewis,Featherweight,Jordan Rinaldi,NA,NA,Jason Knight,NA,NA,Decision (Unanimous),3,5:00
"Nov 3, 2018",UFC 230 - Cormier vs. Lewis,128lb Catchweight,Sijara Eubanks,NA,NA,Roxanne Modafferi,NA,NA,Decision (Unanimous),3,5:00
"Nov 3, 2018",UFC 230 - Cormier vs. Lewis,Featherweight,Sheymon Moraes,NA,NA,Julio Arce,NA,NA,Decision (Split),3,5:00
"Nov 3, 2018",UFC 230 - Cormier vs. Lewis,Welterweight,Lyman Good,NA,NA,Ben Saunders,NA,NA,KO (Punches),1,1:32
"Nov 3, 2018",UFC 230 - Cormier vs. Lewis,Lightweight,Matt Frevola,NA,NA,Lando Vannata,NA,NA,Draw (Majority),3,5:00
"Nov 3, 2018",UFC 230 - Cormier vs. Lewis,Featherweight,Shane Burgos,NA,NA,Kurt Holobaugh,NA,NA,Submission (Armbar),1,2:11
"Nov 3, 2018",UFC 230 - Cormier vs. Lewis,Heavyweight,Marcos Rogerio de Lima,NA,NA,Adam Wieczorek,NA,NA,Decision (Unanimous),3,5:00
"Oct 6, 2018",UFC 229 - Nurmagomedov vs. McGregor,Lightweight Title Fight,Khabib Nurmagomedov,NA,NA,Conor McGregor,NA,NA,Submission (Neck Crank),4,3:03
"Oct 6, 2018",UFC 229 - Nurmagomedov vs. McGregor,Lightweight,Tony Ferguson,NA,NA,Anthony Pettis,NA,NA,TKO (Corner Stoppage),2,5:00
"Oct 6, 2018",UFC 229 - Nurmagomedov vs. McGregor,Light Heavyweight,Dominick Reyes,NA,NA,Ovince St. Preux,NA,NA,Decision (Unanimous),3,5:00
"Oct 6, 2018",UFC 229 - Nurmagomedov vs. McGregor,Heavyweight,Derrick Lewis,NA,NA,Alexander Volkov,NA,NA,KO (Punches),3,4:49
"Oct 6, 2018",UFC 229 - Nurmagomedov vs. McGregor,Strawweight,Michelle Waterson-Gomez,NA,NA,Felice Herrig,NA,NA,Decision (Unanimous),3,5:00
"Oct 6, 2018",UFC 229 - Nurmagomedov vs. McGregor,Flyweight,Jussier Formiga,,,Sergio Pettis,NA,NA,Decision (Unanimous),3,5:00
"Oct 6, 2018",UFC 229 - Nurmagomedov vs. McGregor,Welterweight,Vicente Luque,NA,NA,Jalin Turner,NA,NA,KO (Punches),1,3:52
"Oct 6, 2018",UFC 229 - Nurmagomedov vs. McGregor,Bantamweight,Aspen Ladd,NA,NA,Tonya Evinger,NA,NA,TKO (Punches),1,3:26
"Oct 6, 2018",UFC 229 - Nurmagomedov vs. McGregor,Lightweight,Scott Holtzman,NA,NA,Alan Patrick,NA,NA,KO (Elbows),3,3:42
"Oct 6, 2018",UFC 229 - Nurmagomedov vs. McGregor,Bantamweight,Yana Santos,,,Lina Lansberg,NA,NA,Decision (Unanimous),3,5:00
"Oct 6, 2018",UFC 229 - Nurmagomedov vs. McGregor,Lightweight,Nik Lentz,NA,NA,Gray Maynard,NA,NA,TKO (Head Kick and Punches),2,1:19
"Oct 6, 2018",UFC 229 - Nurmagomedov vs. McGregor,Welterweight,Anthony Rocco Martin,,,Ryan LaFlare,NA,NA,KO (Head Kick and Punches),3,1:00
"Sep 22, 2018",UFC Fight Night 137 - Santos vs. Anders,Light Heavyweight,Thiago Santos,NA,NA,Eryk Anders,NA,NA,TKO (Elbows),3,5:00
"Sep 22, 2018",UFC Fight Night 137 - Santos vs. Anders,Welterweight,Alex Oliveira,NA,NA,Carlo Pedersoli Jr.,NA,NA,KO (Punches),1,0:39
"Sep 22, 2018",UFC Fight Night 137 - Santos vs. Anders,Light Heavyweight,Antonio Rogerio Nogueira,NA,NA,Sam Alvey,NA,NA,TKO (Punches),2,1:00
"Sep 22, 2018",UFC Fight Night 137 - Santos vs. Anders,142lb Catchweight,Andre Ewell,NA,NA,Renan Barao,NA,NA,Decision (Split),3,5:00
"Sep 22, 2018",UFC Fight Night 137 - Santos vs. Anders,Strawweight,Randa Markos,NA,NA,Marina Rodriguez,NA,NA,Draw (Majority),3,5:00
"Sep 22, 2018",UFC Fight Night 137 - Santos vs. Anders,Lightweight,Charles Oliveira,NA,NA,Christos Giagos,NA,NA,Submission (Rear-Naked Choke),2,3:22
"Sep 22, 2018",UFC Fight Night 137 - Santos vs. Anders,Lightweight,Francisco Trinaldo,NA,NA,Evan Dunham,NA,NA,KO (Knee to the Body),2,4:10
"Sep 22, 2018",UFC Fight Night 137 - Santos vs. Anders,Light Heavyweight,Ryan Spann,NA,NA,Luis Henrique,NA,NA,Decision (Unanimous),3,5:00
"Sep 22, 2018",UFC Fight Night 137 - Santos vs. Anders,Heavyweight,Augusto Sakai,NA,NA,Chase Sherman,NA,NA,TKO (Punches),3,4:03
"Sep 22, 2018",UFC Fight Night 137 - Santos vs. Anders,Welterweight,Sergio Moraes,NA,NA,Ben Saunders,NA,NA,Submission (Arm-Triangle Choke),2,4:35
"Sep 22, 2018",UFC Fight Night 137 - Santos vs. Anders,Flyweight,Mayra Bueno Silva,NA,NA,Gillian Robertson,NA,NA,Submission (Armbar),1,4:55
"Sep 22, 2018",UFC Fight Night 137 - Santos vs. Anders,Middleweight,Thales Leites,NA,NA,Hector Lombard,NA,NA,Decision (Unanimous),3,5:00
"Sep 22, 2018",UFC Fight Night 137 - Santos vs. Anders,Welterweight,Elizeu Zaleski dos Santos,NA,NA,Luigi Vendramini,NA,NA,KO (Flying Knee and Punches),2,1:20
"Sep 22, 2018",UFC Fight Night 137 - Santos vs. Anders,Strawweight,Livinha Souza,,,Alex Chambers,NA,NA,Submission (Guillotine Choke),1,1:21
"Sep 15, 2018",UFC Fight Night 136 - Hunt vs. Oleynik,Heavyweight,Alexey Oleynik,NA,NA,Mark Hunt,NA,NA,Submission (Rear-Naked Choke),1,4:26
"Sep 15, 2018",UFC Fight Night 136 - Hunt vs. Oleynik,Light Heavyweight,Jan Blachowicz,NA,NA,Nikita Krylov,NA,NA,Submission (Arm-Triangle Choke),2,2:41
"Sep 15, 2018",UFC Fight Night 136 - Hunt vs. Oleynik,Heavyweight,Shamil Abdurakhimov,NA,NA,Andrei Arlovski,NA,NA,Decision (Unanimous),3,5:00
"Sep 15, 2018",UFC Fight Night 136 - Hunt vs. Oleynik,Welterweight,Alexey Kunchenko,NA,NA,Thiago Alves,NA,NA,Decision (Unanimous),3,5:00
"Sep 15, 2018",UFC Fight Night 136 - Hunt vs. Oleynik,Middleweight,Khalid Murtazaliev,NA,NA,C.B. Dollaway,NA,NA,TKO (Punches),2,5:00
"Sep 15, 2018",UFC Fight Night 136 - Hunt vs. Oleynik,137lb Catchweight,Petr Yan,NA,NA,Jin Soo Son,NA,NA,Decision (Unanimous),3,5:00
"Sep 15, 2018",UFC Fight Night 136 - Hunt vs. Oleynik,Lightweight,Rustam Khabilov,NA,NA,Kajan Johnson,NA,NA,Decision (Split),3,5:00
"Sep 15, 2018",UFC Fight Night 136 - Hunt vs. Oleynik,161lb Catchweight,Mairbek Taisumov,NA,NA,Desmond Green,NA,NA,Decision (Unanimous),3,5:00
"Sep 15, 2018",UFC Fight Night 136 - Hunt vs. Oleynik,Light Heavyweight,Magomed Ankalaev,NA,NA,Marcin Prachnio,NA,NA,TKO (Head Kick and Punches),1,3:09
"Sep 15, 2018",UFC Fight Night 136 - Hunt vs. Oleynik,Middleweight,Jordan Johnson,NA,NA,Adam Yandiev,NA,NA,Submission (Arm-Triangle Choke),2,0:42
"Sep 15, 2018",UFC Fight Night 136 - Hunt vs. Oleynik,Welterweight,Ramazan Emeev,NA,NA,Stefan Sekulic,NA,NA,Decision (Unanimous),3,5:00
"Sep 15, 2018",UFC Fight Night 136 - Hunt vs. Oleynik,Bantamweight,Merab Dvalishvili,NA,NA,Terrion Ware,NA,NA,Decision (Unanimous),3,5:00
"Sep 8, 2018",UFC 228 - Woodley vs. Till,Welterweight Title Fight,Tyron Woodley,NA,NA,Darren Till,NA,NA,Submission (Brabo Choke),2,4:19
"Sep 8, 2018",UFC 228 - Woodley vs. Till,Strawweight,Jessica Andrade,NA,NA,Karolina Kowalkiewicz,NA,NA,KO (Punch),1,1:58
"Sep 8, 2018",UFC 228 - Woodley vs. Till,Featherweight,Zabit Magomedsharipov,NA,NA,Brandon Davis,NA,NA,Submission (Kneebar),2,4:36
"Sep 8, 2018",UFC 228 - Woodley vs. Till,Bantamweight,Jimmie Rivera,NA,NA,John Dodson,NA,NA,Decision (Unanimous),3,5:00
"Sep 8, 2018",UFC 228 - Woodley vs. Till,Welterweight,Abdul Razak Alhassan,NA,NA,Niko Price,NA,NA,KO (Punch),1,0:43
"Sep 8, 2018",UFC 228 - Woodley vs. Till,Strawweight,Tatiana Suarez,NA,NA,Carla Esparza,NA,NA,TKO (Punches),3,4:33
"Sep 8, 2018",UFC 228 - Woodley vs. Till,Bantamweight,Aljamain Sterling,NA,NA,Cody Stamann,NA,NA,Submission (Kneebar),2,3:42
"Sep 8, 2018",UFC 228 - Woodley vs. Till,Welterweight,Geoff Neal,NA,NA,Frank Camacho,NA,NA,KO (Head Kick),2,1:23
"Sep 8, 2018",UFC 228 - Woodley vs. Till,Middleweight,Darren Stewart,NA,NA,Charles Byrd,NA,NA,TKO (Punches and Elbows),2,2:17
"Sep 8, 2018",UFC 228 - Woodley vs. Till,Welterweight,Diego Sanchez,NA,NA,Craig White,NA,NA,Decision (Unanimous),3,5:00
"Sep 8, 2018",UFC 228 - Woodley vs. Till,Lightweight,Jim Miller,NA,NA,Alex White,NA,NA,Submission (Rear-Naked Choke),1,1:29
"Sep 8, 2018",UFC 228 - Woodley vs. Till,Bantamweight,Irene Aldana,NA,NA,Lucie Pudilova,NA,NA,Decision (Split),3,5:00
"Sep 8, 2018",UFC 228 - Woodley vs. Till,Flyweight,Jarred Brooks,NA,NA,Roberto Sanchez,NA,NA,Decision (Split),3,5:00
"Aug 25, 2018",UFC Fight Night 135 - Gaethje vs. Vick,Lightweight,Justin Gaethje,NA,NA,James Vick,NA,NA,KO (Punches),1,1:27
"Aug 25, 2018",UFC Fight Night 135 - Gaethje vs. Vick,Featherweight,Michael Johnson,NA,NA,Andre Fili,NA,NA,Decision (Split),3,5:00
"Aug 25, 2018",UFC Fight Night 135 - Gaethje vs. Vick,Strawweight,Cortney Casey,NA,NA,Angela Hill,NA,NA,Decision (Split),3,5:00
"Aug 25, 2018",UFC Fight Night 135 - Gaethje vs. Vick,Welterweight,Bryan Barberena,NA,NA,Jake Ellenberger,NA,NA,TKO (Punches),1,2:26
"Aug 25, 2018",UFC Fight Night 135 - Gaethje vs. Vick,Flyweight,Deiveson Figueiredo,NA,NA,John Moraga,NA,NA,TKO (Punches),2,3:08
"Aug 25, 2018",UFC Fight Night 135 - Gaethje vs. Vick,Middleweight,Eryk Anders,NA,NA,Tim Williams,NA,NA,KO (Soccer Kick),3,4:42
"Aug 25, 2018",UFC Fight Night 135 - Gaethje vs. Vick,Welterweight,James Krause,NA,NA,Warlley Alves,NA,NA,TKO (Knee and Punches),2,2:28
"Aug 25, 2018",UFC Fight Night 135 - Gaethje vs. Vick,Bantamweight,Cory Sandhagen,NA,NA,Iuri Alcantara,NA,NA,TKO (Punches),2,1:01
"Aug 25, 2018",UFC Fight Night 135 - Gaethje vs. Vick,Middleweight,Andrew Sanchez,NA,NA,Markus Perez,NA,NA,Decision (Unanimous),3,5:00
"Aug 25, 2018",UFC Fight Night 135 - Gaethje vs. Vick,Welterweight,Mickey Gall,NA,NA,George Sullivan,NA,NA,Submission (Rear-Naked Choke),1,1:09
