date,event,weight_class,winner,winner_weight,winner_odds,loser,loser_weight,loser_odds,method,rnd,time
"May 7, 1999",UFC 20 - Battle for the Gold,,Ron Waterman,,,Chris Condo,,,TKO (Punches),1,0:28
"Mar 5, 1999",UFC 19 - Ultimate Young Guns,,Tito Ortiz,,,Guy Mezger,,,TKO (Punches),1,9:56
"Mar 5, 1999",UFC 19 - Ultimate Young Guns,,Gary Goodridge,,,Andre Roberts,,,TKO (Submission to Punch),1,0:43
"Mar 5, 1999",UFC 19 - Ultimate Young Guns,,Jeremy Horn,,,Chuck Liddell,,,Technical Submission (Arm-Triangle Choke),1,12:00
"Mar 5, 1999",UFC 19 - Ultimate Young Guns,,Kevin Randleman,,,Maurice Smith,,,Decision (Unanimous),1,15:00
"Mar 5, 1999",UFC 19 - Ultimate Young Guns,,Evan Tanner,,,Valeri Ignatov,,,TKO (Elbows),1,2:58
"Mar 5, 1999",UFC 19 - Ultimate Young Guns,,Pete Williams,,,Jason Godsey,,,Submission (Kneebar),1,1:46
"Mar 5, 1999",UFC 19 - Ultimate Young Guns,,Sione Latu,,,Joey Roberts,,,TKO (Cut),1,5:00
"Jan 8, 1999",UFC 18 - Road to the Heavyweight Title,,Bas Rutten,,,Tsuyoshi Kosaka,,,TKO (Punches),1,14:15
"Jan 8, 1999",UFC 18 - Road to the Heavyweight Title,Title Fight,Pat Miletich,,,Jorge Patino,,,Decision (Unanimous),1,21:00
"Jan 8, 1999",UFC 18 - Road to the Heavyweight Title,,Pedro Rizzo,,,Mark Coleman,,,Decision (Split),1,15:00
"Jan 8, 1999",UFC 18 - Road to the Heavyweight Title,,Tito Ortiz,,,Jerry Bohlander,,,TKO (Cut),1,14:31
"Jan 8, 1999",UFC 18 - Road to the Heavyweight Title,,Mikey Burnett,,,Townsend Saunders,,,Decision (Unanimous),1,15:00
"Jan 8, 1999",UFC 18 - Road to the Heavyweight Title,,Evan Tanner,,,Darrell Gholar,,,Submission (Rear-Naked Choke),1,7:57
"Jan 8, 1999",UFC 18 - Road to the Heavyweight Title,,LaVerne Clark,,,Frank Caracci,,,TKO (Submission to Punches),1,6:52
"Oct 16, 1998",UFC 17.5 - Ultimate Brazil,Title Fight,Frank Shamrock,,,John Lober,,,TKO (Submission to Punches),1,7:40
"Oct 16, 1998",UFC 17.5 - Ultimate Brazil,,Vitor Belfort,,,Wanderlei Silva,,,TKO (Punches),1,0:44
"Oct 16, 1998",UFC 17.5 - Ultimate Brazil,,Pedro Rizzo,,,David Abbott,,,KO (Punch),1,8:07
"Oct 16, 1998",UFC 17.5 - Ultimate Brazil,Title Fight,Pat Miletich,,,Mikey Burnett,,,Decision (Split),1,21:00
"Oct 16, 1998",UFC 17.5 - Ultimate Brazil,,Tsuyoshi Kosaka,,,Pete Williams,,,Decision (Unanimous),1,15:00
"Oct 16, 1998",UFC 17.5 - Ultimate Brazil,,Ebenezer Fontes Braga,,,Jeremy Horn,,,Submission (Guillotine Choke),1,3:27
"Oct 16, 1998",UFC 17.5 - Ultimate Brazil,,Tulio Palhares,,,Adriano Santos,,,TKO (Punches),1,8:58
"Oct 16, 1998",UFC 17.5 - Ultimate Brazil,,Cesar Marcussi,,,Paulo Santos,,,TKO (Punches),1,9:55
"May 15, 1998",UFC 17 - Redemption,Title Fight,Frank Shamrock,,,Jeremy Horn,,,Submission (Kneebar),1,16:28
"May 15, 1998",UFC 17 - Redemption,,Pete Williams,,,Mark Coleman,,,KO (Head Kick),1,12:38
"May 15, 1998",UFC 17 - Redemption,Title Fight,Dan Henderson,,,Carlos Newton,,,Decision (Split),1,15:00
"May 15, 1998",UFC 17 - Redemption,,David Abbott,,,Hugo Duarte,,,TKO (Punches),1,0:43
"May 15, 1998",UFC 17 - Redemption,,Mike Van Arsdale,,,Joe Pardo,,,Submission (Keylock),1,11:01
"May 15, 1998",UFC 17 - Redemption,,Carlos Newton,,,Bob Gilstrap,,,Submission (Triangle Choke),1,0:52
"May 15, 1998",UFC 17 - Redemption,,Dan Henderson,,,Allan Goes,,,Decision (Unanimous),1,15:00
"May 15, 1998",UFC 17 - Redemption,,Andre Roberts,,,Harry Moskowitz,,,KO (Elbow),1,3:15
"May 15, 1998",UFC 17 - Redemption,,Chuck Liddell,,,Noe Hernandez,,,Decision (Unanimous),1,12:00
"Mar 13, 1998",UFC 16 - Battle in the Bayou,Title Fight,Frank Shamrock,,,Igor Zinoviev,,,KO (Slam),1,0:22
"Mar 13, 1998",UFC 16 - Battle in the Bayou,,Tsuyoshi Kosaka,,,Kimo Leopoldo,,,Decision (Unanimous),1,15:00
"Mar 13, 1998",UFC 16 - Battle in the Bayou,Title Fight,Pat Miletich,,,Chris Brennan,,,Submission (Shoulder Choke),1,9:02
"Mar 13, 1998",UFC 16 - Battle in the Bayou,,Jerry Bohlander,,,Kevin Jackson,,,Technical Submission (Armbar),1,10:23
"Mar 13, 1998",UFC 16 - Battle in the Bayou,,Pat Miletich,,,Townsend Saunders,,,Decision (Split),1,15:00
"Mar 13, 1998",UFC 16 - Battle in the Bayou,,Mikey Burnett,,,Eugenio Tadeu,,,TKO (Punches),1,9:46
"Mar 13, 1998",UFC 16 - Battle in the Bayou,,Chris Brennan,,,Courtney Turner,,,Submission (Armbar),1,4:20
"Mar 13, 1998",UFC 16 - Battle in the Bayou,,LaVerne Clark,,,Josh Stuart,,,TKO (Punches),1,1:15
"Dec 21, 1997",UFC 15.5 - Ultimate Japan 1,Title Fight,Randy Couture,,,Maurice Smith,,,Decision (Majority),1,21:00
"Dec 21, 1997",UFC 15.5 - Ultimate Japan 1,Title Fight,Kazushi Sakuraba,,,Marcus Silveira,,,Submission (Armbar),1,3:44
"Dec 21, 1997",UFC 15.5 - Ultimate Japan 1,,Vitor Belfort,,,Joe Charles,,,Submission (Armbar),1,4:03
"Dec 21, 1997",UFC 15.5 - Ultimate Japan 1,Title Fight,Frank Shamrock,,,Kevin Jackson,,,Submission (Armbar),1,0:16
"Dec 21, 1997",UFC 15.5 - Ultimate Japan 1,,Marcus Silveira,,,Kazushi Sakuraba,,,No Contest (Premature Stoppage),1,1:50
"Dec 21, 1997",UFC 15.5 - Ultimate Japan 1,,David Abbott,,,Yoji Anjo,,,Decision (Unanimous),1,15:00
"Dec 21, 1997",UFC 15.5 - Ultimate Japan 1,,Tra Telligman,,,Brad Kohler,,,Submission (Armbar),1,10:05
"May 17, 1996",UFC 9 - Motor City Madness,Title Fight,Dan Severn,,,Ken Shamrock,,,Decision (Split),1,30:00
"May 17, 1996",UFC 9 - Motor City Madness,,Don Frye,,,Amaury Bitetti,,,TKO (Punches),1,9:22
"May 17, 1996",UFC 9 - Motor City Madness,,Mark Hall,,,Koji Kitao,,,TKO (Doctor Stoppage),1,0:40
"May 17, 1996",UFC 9 - Motor City Madness,,Mark Schultz,,,Gary Goodridge,,,TKO (Cut),1,12:00
"May 17, 1996",UFC 9 - Motor City Madness,,Rafael Carino,,,Matt Andersen,,,TKO (Punches),1,5:32
"May 17, 1996",UFC 9 - Motor City Madness,,Cal Worsham,,,Zane Frazier,,,TKO (Punches),1,3:14
"May 17, 1996",UFC 9 - Motor City Madness,,Steve Nelmark,,,Tai Bowden,,,TKO (Doctor Stoppage),1,7:25
"Jul 12, 1996",UFC 10 - The Tournament,Title Fight,Mark Coleman,,,Don Frye,,,TKO (Punches),1,11:34
"Jul 12, 1996",UFC 10 - The Tournament,,Mark Coleman,,,Gary Goodridge,,,Submission (Exhaustion),1,7:00
"Jul 12, 1996",UFC 10 - The Tournament,,Don Frye,,,Brian Johnston,,,TKO (Submission to Elbow),1,4:37
"Jul 12, 1996",UFC 10 - The Tournament,,Gary Goodridge,,,John Campetella,,,KO (Punches),1,1:28
"Jul 12, 1996",UFC 10 - The Tournament,,Mark Coleman,,,Moti Horenstein,,,TKO (Submission to Punches),1,2:43
"Jul 12, 1996",UFC 10 - The Tournament,,Brian Johnston,,,Scott Fiedler,,,TKO (Submission to Punches),1,2:25
"Jul 12, 1996",UFC 10 - The Tournament,,Don Frye,,,Mark Hall,,,TKO (Punches),1,10:21
"Jul 12, 1996",UFC 10 - The Tournament,,Sam Adkins,,,Felix Mitchell,,,Decision (Unanimous),1,10:00
"Jul 12, 1996",UFC 10 - The Tournament,,Geza Kalman,,,Dieuseul Berto,,,TKO (Punches),1,5:57
"Dec 16, 1995",UFC - Ultimate Ultimate 1995,Title Fight,Dan Severn,,,Oleg Taktarov,,,Decision (Unanimous),1,30:00
"Dec 16, 1995",UFC - Ultimate Ultimate 1995,,Oleg Taktarov,,,Marco Ruas,,,Decision (Unanimous),1,18:00
"Dec 16, 1995",UFC - Ultimate Ultimate 1995,,Dan Severn,,,David Abbott,,,Decision (Unanimous),1,18:00
"Dec 16, 1995",UFC - Ultimate Ultimate 1995,,Oleg Taktarov,,,Dave Beneteau,,,Submission (Achilles Lock),1,1:15
"Dec 16, 1995",UFC - Ultimate Ultimate 1995,,Marco Ruas,,,Keith Hackney,,,Submission (Rear-Naked Choke),1,2:39
"Dec 16, 1995",UFC - Ultimate Ultimate 1995,,Dan Severn,,,Paul Varelans,,,Submission (Arm-Triangle Choke),1,1:40
"Dec 16, 1995",UFC - Ultimate Ultimate 1995,,David Abbott,,,Steve Jennum,,,Submission (Neck Crank),1,1:14
"Dec 16, 1995",UFC - Ultimate Ultimate 1995,,Mark Hall,,,Trent Jenkins,,,Submission (Armbar),1,5:29
"Dec 16, 1995",UFC - Ultimate Ultimate 1995,,Joe Charles,,,Scott Bessac,,,Submission (Armbar),1,4:38
"Oct 17, 1997",UFC 15 - Collision Course,Title Fight,Maurice Smith,,,David Abbott,,,TKO (Leg Kicks),1,8:08
"Oct 17, 1997",UFC 15 - Collision Course,Title Fight,Mark Kerr,,,Dwayne Cason,,,Submission (Rear-Naked Choke),1,0:53
"Oct 17, 1997",UFC 15 - Collision Course,,Randy Couture,,,Vitor Belfort,,,TKO (Punches),1,8:16
"Oct 17, 1997",UFC 15 - Collision Course,,Dave Beneteau,,,Carlos Barreto,,,Decision (Unanimous),1,15:00
"Oct 17, 1997",UFC 15 - Collision Course,,Mark Kerr,,,Greg Stott,,,KO (Knee),1,0:19
"Oct 17, 1997",UFC 15 - Collision Course,,Dwayne Cason,,,Houston Dorr,,,TKO (Punches),1,3:43
"Oct 17, 1997",UFC 15 - Collision Course,,Alex Hunter,,,Harry Moskowitz,,,Decision (Split),1,10:00
"Jul 27, 1997",UFC 14 - Showdown,Title Fight,Maurice Smith,,,Mark Coleman,,,Decision (Unanimous),1,21:00
"Jul 27, 1997",UFC 14 - Showdown,Title Fight,Mark Kerr,,,Dan Bobish,,,Submission (Chin to the Eye),1,1:38
"Jul 27, 1997",UFC 14 - Showdown,Title Fight,Kevin Jackson,,,Tony Fryklund,,,Submission (Rear-Naked Choke),1,0:44
"Jul 27, 1997",UFC 14 - Showdown,,Dan Bobish,,,Brian Johnston,,,Submission (Forearm Choke),1,2:10
"Jul 27, 1997",UFC 14 - Showdown,,Mark Kerr,,,Moti Horenstein,,,TKO (Punches),1,2:22
"Jul 27, 1997",UFC 14 - Showdown,,Kevin Jackson,,,Todd Butler,,,TKO (Submission to Punches),1,1:27
"Jul 27, 1997",UFC 14 - Showdown,,Joe Moreira,,,Yuri Vaulin,,,Decision (Unanimous),1,15:00
"Jul 27, 1997",UFC 14 - Showdown,,Alex Hunter,,,Sam Fulton,,,TKO (Punches),1,2:22
"Jul 27, 1997",UFC 14 - Showdown,,Tony Fryklund,,,Donnie Chappell,,,Submission (Choke),1,1:31
"Jul 14, 1995",UFC 6 - Clash of the Titans,Title Fight,Oleg Taktarov,,,David Abbott,,,Submission (Rear-Naked Choke),1,17:45
"Jul 14, 1995",UFC 6 - Clash of the Titans,Title Fight,Ken Shamrock,,,Dan Severn,,,Submission (Guillotine Choke),1,2:14
"Jul 14, 1995",UFC 6 - Clash of the Titans,,Oleg Taktarov,,,Anthony Macias,,,Submission (Guillotine Choke),1,0:09
"Jul 14, 1995",UFC 6 - Clash of the Titans,,David Abbott,,,Paul Varelans,,,TKO (Punches),1,1:53
"Jul 14, 1995",UFC 6 - Clash of the Titans,,Oleg Taktarov,,,Dave Beneteau,,,Submission (Front Choke),1,0:57
"Jul 14, 1995",UFC 6 - Clash of the Titans,,Patrick Smith,,,Rudyard Moncayo,,,Submission (Rear-Naked Choke),1,1:08
"Jul 14, 1995",UFC 6 - Clash of the Titans,,Paul Varelans,,,Cal Worsham,,,KO (Elbow),1,1:02
"Jul 14, 1995",UFC 6 - Clash of the Titans,,David Abbott,,,John Matua,,,KO (Punch),1,0:20
"Jul 14, 1995",UFC 6 - Clash of the Titans,,Anthony Macias,,,He-Man Ali Gipson,,,TKO (Submission to Punches),1,3:06
"Jul 14, 1995",UFC 6 - Clash of the Titans,,Joel Sutton,,,Jack McLaughlin,,,TKO (Submission to Punches),1,2:01
"Sep 20, 1996",UFC 11 - The Proving Ground,,Scott Ferrozzo,,,David Abbott,,,Decision (Unanimous),1,15:00
"Sep 20, 1996",UFC 11 - The Proving Ground,,Mark Coleman,,,Brian Johnston,,,TKO (Submission to Punches),1,2:20
"Sep 20, 1996",UFC 11 - The Proving Ground,,Jerry Bohlander,,,Fabio Gurgel,,,Decision (Unanimous),1,15:00
"Sep 20, 1996",UFC 11 - The Proving Ground,,David Abbott,,,Sam Adkins,,,Submission (Forearm Choke),1,2:06
"Sep 20, 1996",UFC 11 - The Proving Ground,,Brian Johnston,,,Reza Nasri,,,KO (Punches),1,0:28
"Sep 20, 1996",UFC 11 - The Proving Ground,,Mark Coleman,,,Julian Sanchez,,,Submission (Scarf Hold),1,0:45
"Sep 20, 1996",UFC 11 - The Proving Ground,,Roberto Traven,,,Dave Berry,,,TKO (Submission to Punches),1,1:23
"Sep 20, 1996",UFC 11 - The Proving Ground,,Scott Ferrozzo,,,Sam Fulton,,,TKO (Injury),1,1:45
"Apr 7, 1995",UFC 5 - The Return of the Beast,Title Fight,Dan Severn,,,Dave Beneteau,,,Submission (Keylock),1,3:01
"Apr 7, 1995",UFC 5 - The Return of the Beast,Title Fight,Ken Shamrock,,,Royce Gracie,,,Draw (Time Limit),1,36:00
"Apr 7, 1995",UFC 5 - The Return of the Beast,,Dan Severn,,,Oleg Taktarov,,,TKO (Cut),1,4:21
"Apr 7, 1995",UFC 5 - The Return of the Beast,,Dave Beneteau,,,Todd Medina,,,TKO (Punches),1,2:12
"Apr 7, 1995",UFC 5 - The Return of the Beast,,Dan Severn,,,Joe Charles,,,Submission (Rear-Naked Choke),1,1:38
"Apr 7, 1995",UFC 5 - The Return of the Beast,,Oleg Taktarov,,,Ernie Verdicia,,,Submission (Scarf Hold),1,2:23
"Apr 7, 1995",UFC 5 - The Return of the Beast,,Todd Medina,,,Larry Cureton,,,Submission (Forearm Choke),1,2:55
"Apr 7, 1995",UFC 5 - The Return of the Beast,,Jon Hess,,,Andy Anderson,,,TKO (Punches),1,1:23
"Apr 7, 1995",UFC 5 - The Return of the Beast,,Guy Mezger,,,John Dowdy,,,TKO (Punches),1,2:02
"Apr 7, 1995",UFC 5 - The Return of the Beast,,Dave Beneteau,,,Asbel Cancio,,,TKO (Punches),1,0:21
"Feb 7, 1997",UFC 12 - Judgement Day,Heavyweight Title Fight,Mark Coleman,,,Dan Severn,,,Submission (Scarf Hold),1,2:57
"Feb 7, 1997",UFC 12 - Judgement Day,,Vitor Belfort,,,Scott Ferrozzo,,,TKO (Punches),1,0:43
"Feb 7, 1997",UFC 12 - Judgement Day,,Jerry Bohlander,,,Nick Sanzo,,,Submission (Crucifix Choke),1,0:39
"Feb 7, 1997",UFC 12 - Judgement Day,,Vitor Belfort,,,Tra Telligman,,,TKO (Cut),1,1:17
"Feb 7, 1997",UFC 12 - Judgement Day,,Scott Ferrozzo,,,Jim Mullen,,,TKO (Punches),1,8:02
"Feb 7, 1997",UFC 12 - Judgement Day,,Kazuo Takahashi,,,Wallid Ismail,,,Decision (Unanimous),1,15:00
"Feb 7, 1997",UFC 12 - Judgement Day,,Jerry Bohlander,,,Rainy Martinez,,,Submission (Rear-Naked Choke),1,1:18
"Feb 7, 1997",UFC 12 - Judgement Day,,Justin Martin,,,Eric Martin,,,Submission (Heel Hook),1,0:14
"Feb 7, 1997",UFC 12 - Judgement Day,,Nick Sanzo,,,Jackie Lee,,,TKO (Punches),1,0:48
"Sep 8, 1995",UFC 7 - The Brawl in Buffalo,Title Fight,Marco Ruas,,,Paul Varelans,,,TKO (Leg Kicks and Punches),1,13:17
"Sep 8, 1995",UFC 7 - The Brawl in Buffalo,Title Fight,Ken Shamrock,,,Oleg Taktarov,,,Draw (Time Limit),1,33:00
"Sep 8, 1995",UFC 7 - The Brawl in Buffalo,,Marco Ruas,,,Remco Pardoel,,,Submission (Position),1,12:27
"Sep 8, 1995",UFC 7 - The Brawl in Buffalo,,Paul Varelans,,,Mark Hall,,,Submission (Keylock),1,1:04
"Sep 8, 1995",UFC 7 - The Brawl in Buffalo,,Marco Ruas,,,Larry Cureton,,,Submission (Heel Hook),1,3:23
"Sep 8, 1995",UFC 7 - The Brawl in Buffalo,,Remco Pardoel,,,Ryan Parker,,,Submission (Ezekiel Choke),1,3:05
"Sep 8, 1995",UFC 7 - The Brawl in Buffalo,,Mark Hall,,,Harold Howard,,,TKO (Submission to Punches),1,1:41
"Sep 8, 1995",UFC 7 - The Brawl in Buffalo,,Paul Varelans,,,Gerry Harris,,,TKO (Submission to Elbows),1,1:07
"Sep 8, 1995",UFC 7 - The Brawl in Buffalo,,Scott Bessac,,,David Hood,,,Submission (Guillotine Choke),1,0:31
"Sep 8, 1995",UFC 7 - The Brawl in Buffalo,,Onassis Parungao,,,Francesco Maturi,,,TKO (Submission to Punches),1,5:26
"Sep 8, 1995",UFC 7 - The Brawl in Buffalo,,Joel Sutton,,,Geza Kalman,,,TKO (Cut),1,0:48
"May 30, 1997",UFC 13 - The Ultimate Force,,Vitor Belfort,,,David Abbott,,,TKO (Punches),1,0:52
"May 30, 1997",UFC 13 - The Ultimate Force,Title Fight,Randy Couture,,,Steven Graham,,,TKO (Punches),1,3:13
"May 30, 1997",UFC 13 - The Ultimate Force,Title Fight,Guy Mezger,,,Tito Ortiz,,,Submission (Guillotine Choke),1,3:00
"May 30, 1997",UFC 13 - The Ultimate Force,,Randy Couture,,,Tony Halme,,,Submission (Rear-Naked Choke),1,0:56
"May 30, 1997",UFC 13 - The Ultimate Force,,Steven Graham,,,Dmitri Stepanov,,,Submission (Keylock),1,1:30
"May 30, 1997",UFC 13 - The Ultimate Force,,Enson Inoue,,,Royce Alger,,,Submission (Armbar),1,1:36
"May 30, 1997",UFC 13 - The Ultimate Force,,Guy Mezger,,,Christophe Leininger,,,Decision (Unanimous),1,15:00
"May 30, 1997",UFC 13 - The Ultimate Force,,Jack Nilson,,,Saeed Hosseini,,,TKO (Elbows),1,1:23
"May 30, 1997",UFC 13 - The Ultimate Force,,Tito Ortiz,,,Wes Albritton,,,TKO (Punches),1,0:31
"Feb 16, 1996",UFC 8 - David vs. Goliath,Title Fight,Don Frye,,,Gary Goodridge,,,Submission (Position),1,2:14
"Feb 16, 1996",UFC 8 - David vs. Goliath,,Ken Shamrock,,,Kimo Leopoldo,,,Submission (Kneebar),1,4:24
"Feb 16, 1996",UFC 8 - David vs. Goliath,,Gary Goodridge,,,Jerry Bohlander,,,TKO (Punches),1,5:31
"Feb 16, 1996",UFC 8 - David vs. Goliath,,Don Frye,,,Sam Adkins,,,TKO (Doctor Stoppage),1,0:48
"Feb 16, 1996",UFC 8 - David vs. Goliath,,Gary Goodridge,,,Paul Herrera,,,KO (Elbows),1,0:13
"Feb 16, 1996",UFC 8 - David vs. Goliath,,Jerry Bohlander,,,Scott Ferrozzo,,,Submission (Guillotine Choke),1,9:03
"Feb 16, 1996",UFC 8 - David vs. Goliath,,Paul Varelans,,,Joe Moreira,,,Decision (Unanimous),1,10:00
"Feb 16, 1996",UFC 8 - David vs. Goliath,,Don Frye,,,Thomas Ramirez,,,KO (Punch),1,0:08
"Feb 16, 1996",UFC 8 - David vs. Goliath,,Sam Adkins,,,Keith Mielke,,,TKO (Submission to Punches),1,0:50
"Dec 7, 1996",UFC - Ultimate Ultimate 1996,Title Fight,Don Frye,,,David Abbott,,,Submission (Rear-Naked Choke),1,1:22
"Dec 7, 1996",UFC - Ultimate Ultimate 1996,,David Abbott,,,Steve Nelmark,,,KO (Punch),1,1:03
"Dec 7, 1996",UFC - Ultimate Ultimate 1996,,Don Frye,,,Mark Hall,,,Submission (Achilles Lock),1,0:20
"Dec 7, 1996",UFC - Ultimate Ultimate 1996,,Ken Shamrock,,,Brian Johnston,,,Submission (Forearm Choke),1,5:48
"Dec 7, 1996",UFC - Ultimate Ultimate 1996,,Kimo Leopoldo,,,Paul Varelans,,,TKO (Corner Stoppage),1,9:08
"Dec 7, 1996",UFC - Ultimate Ultimate 1996,,David Abbott,,,Cal Worsham,,,TKO (Submission to Punches),1,2:51
"Dec 7, 1996",UFC - Ultimate Ultimate 1996,,Don Frye,,,Gary Goodridge,,,Submission (Fatigue),1,11:19
"Dec 7, 1996",UFC - Ultimate Ultimate 1996,,Tai Bowden,,,Jack Nilson,,,TKO (Submission to Headbutts),1,4:46
"Dec 7, 1996",UFC - Ultimate Ultimate 1996,,Steve Nelmark,,,Marcus Bossett,,,Submission (Shoulder Choke),1,1:37
"Dec 7, 1996",UFC - Ultimate Ultimate 1996,,Mark Hall,,,Felix Mitchell,,,TKO (Punches),1,1:45
"Dec 16, 1994",UFC 4 - Revenge of the Warriors,,Royce Gracie,,,Dan Severn,,,Submission (Triangle Choke),1,15:49
"Dec 16, 1994",UFC 4 - Revenge of the Warriors,,Guy Mezger,,,Jason Fairn,,,TKO (Corner Stoppage),1,2:13
"Dec 16, 1994",UFC 4 - Revenge of the Warriors,,Dan Severn,,,Marcus Bossett,,,Submission (Rear-Naked Choke),1,0:52
"Dec 16, 1994",UFC 4 - Revenge of the Warriors,,Royce Gracie,,,Keith Hackney,,,Submission (Armbar),1,5:32
"Dec 16, 1994",UFC 4 - Revenge of the Warriors,,Dan Severn,,,Anthony Macias,,,Submission (Rear-Naked Choke),1,1:45
"Dec 16, 1994",UFC 4 - Revenge of the Warriors,,Steve Jennum,,,Melton Bowen,,,Submission (Armbar),1,4:47
"Dec 16, 1994",UFC 4 - Revenge of the Warriors,,Keith Hackney,,,Joe Son,,,Submission (Choke),1,2:44
"Dec 16, 1994",UFC 4 - Revenge of the Warriors,,Royce Gracie,,,Ron van Clief,,,Submission (Rear-Naked Choke),1,3:59
"Dec 16, 1994",UFC 4 - Revenge of the Warriors,,Marcus Bossett,,,Eldo Dias Xavier,,,KO (Punches),1,4:55
"Dec 16, 1994",UFC 4 - Revenge of the Warriors,,Joe Charles,,,Kevin Rosier,,,Submission (Armbar),1,0:14
"Sep 9, 1994",UFC 3 - The American Dream,,Steve Jennum,,,Harold Howard,,,TKO (Submission to Punches),1,1:27
"Sep 9, 1994",UFC 3 - The American Dream,,Ken Shamrock,,,Felix Mitchell,,,Submission (Rear-Naked Choke),1,4:34
"Sep 9, 1994",UFC 3 - The American Dream,,Royce Gracie,,,Kimo Leopoldo,,,Submission (Armbar),1,4:40
"Sep 9, 1994",UFC 3 - The American Dream,,Harold Howard,,,Roland Payne,,,KO (Punch),1,0:46
"Sep 9, 1994",UFC 3 - The American Dream,,Ken Shamrock,,,Christophe Leininger,,,TKO (Submission to Punches),1,4:49
"Sep 9, 1994",UFC 3 - The American Dream,,Keith Hackney,,,Emmanuel Yarborough,,,TKO (Punches),1,1:59
"Mar 11, 1994",UFC 2 - No Way Out,Title Fight,Royce Gracie,,,Patrick Smith,,,TKO (Submission to Punches),1,1:17
"Mar 11, 1994",UFC 2 - No Way Out,,Royce Gracie,,,Remco Pardoel,,,Submission (Lapel Choke),1,1:31
