date,event,weight_class,winner,winner_weight,winner_odds,loser,loser_weight,loser_odds,method,rnd,time
"Dec 17, 2022",UFC Fight Night 216 - Cannonier vs. Strickland,Middleweight,Jared Cannonier,185.5,-105,Sean Strickland,186,-115,Decision (Split),5,5:00
"Dec 17, 2022",UFC Fight Night 216 - Cannonier vs. Strickland,Lightweight,Arman Tsarukyan,155.5,-190,Damir Ismagulov,156,160,Decision (Unanimous),3,5:00
"Dec 17, 2022",UFC Fight Night 216 - Cannonier vs. Strickland,Flyweight,Amir Albazi,125.5,-425,Alessandro Costa,125.5,350,KO (Punches),3,2:13
"Dec 17, 2022",UFC Fight Night 216 - Cannonier vs. Strickland,Featherweight,Alex Caceres,145,140,Julian Erosa,145.5,-165,TKO (Head Kick and Punches),1,3:04
"Dec 17, 2022",UFC Fight Night 216 - Cannonier vs. Strickland,Lightweight,Drew Dober,156,-150,Bobby Green,156,130,KO (Punch),2,2:45
"Dec 17, 2022",UFC Fight Night 216 - Cannonier vs. Strickland,Middleweight,Michal Oleksiejczuk,186,-275,Cody Brundage,185,230,KO (Punches),1,3:16
"Dec 17, 2022",UFC Fight Night 216 - Cannonier vs. Strickland,Strawweight,Cory McKenna,115.5,160,Cheyanne Vlismas,115.5,-190,Decision (Unanimous),3,5:00
"Dec 17, 2022",UFC Fight Night 216 - Cannonier vs. Strickland,Welterweight,Matthew Semelsberger,171,215,Jake Matthews,171,-255,Decision (Unanimous),3,5:00
"Dec 17, 2022",UFC Fight Night 216 - Cannonier vs. Strickland,Bantamweight,Said Nurmagomedov,136,-110,Saidyokub Kakhramonov,136,-110,Submission (Ninja Choke),2,3:50
"Dec 17, 2022",UFC Fight Night 216 - Cannonier vs. Strickland,159lb Catchweight,Rafa Garcia,155,-130,Maheshate Hayisaer,158.5: Missed Weight,110,Decision (Unanimous),3,5:00
"Dec 17, 2022",UFC Fight Night 216 - Cannonier vs. Strickland,Welterweight,Rinat Fakhretdinov,171,-135,Bryan Battle,170,115,Decision (Unanimous),3,5:00
"Dec 17, 2022",UFC Fight Night 216 - Cannonier vs. Strickland,Flyweight,Manel Kape,126,-240,David Dvorak,125.5,200,Decision (Unanimous),3,5:00
"Dec 17, 2022",UFC Fight Night 216 - Cannonier vs. Strickland,Bantamweight,Sergey Morozov,136,-280,Journey Newson,135.5,235,Decision (Unanimous),3,5:00
"Dec 10, 2022",UFC 282 - Blachowicz vs. Ankalaev,Light Heavyweight Title Fight,Jan Blachowicz,204.5,235,Magomed Ankalaev,205,-280,Draw (Split),5,5:00
"Dec 10, 2022",UFC 282 - Blachowicz vs. Ankalaev,Lightweight,Paddy Pimblett,156,-250,Jared Gordon,155.5,210,Decision (Unanimous),3,5:00
"Dec 10, 2022",UFC 282 - Blachowicz vs. Ankalaev,180lb Catchweight,Santiago Ponzinibbio,179.5,-175,Alex Morono,179.5,150,TKO (Punches),3,2:29
"Dec 10, 2022",UFC 282 - Blachowicz vs. Ankalaev,Middleweight,Dricus Du Plessis,185,-180,Darren Till,184.5,155,Submission (Face Crank),3,2:43
"Dec 10, 2022",UFC 282 - Blachowicz vs. Ankalaev,Featherweight,Ilia Topuria,146,-135,Bryce Mitchell,146,115,Submission (Arm-Triangle Choke),2,3:10
"Dec 10, 2022",UFC 282 - Blachowicz vs. Ankalaev,Bantamweight,Raul Rosas Jr.,136,-230,Jay Perrin,136,195,Submission (Face Crank),1,2:44
