Event Type,Week,Away Team,Home Team,Closing Spread,Total,Away Implied Score,Home Implied Score,Favorite,Actual winner,Away Score,Home Score,Favorite Covered,Post Game Spread,Underdog won,Road dog,Road dog won,Home dog,Home dog won,Actual Total,Over/Under
Regular Season,3,DAL,ARI,11,43.5,27.25,16.25,DAL,ARI,16,28,False,23,True,False,False,True,True,44,Over
Regular Season,3,PIT,LV,3,44,20.5,23.5,LV,PIT,23,18,False,8,True,True,True,False,False,41,Under
Regular Season,3,PHI,TB,6,44,25,19,PHI,PHI,25,11,True,8,False,False,False,True,False,36,Under
Regular Season,3,LA,CIN,3,45.5,21.25,24.25,CIN,CIN,16,19,False,Push,False,True,False,False,False,35,Under
Regular Season,4,DET,GB,2.5,45,23.75,21.25,DET,DET,34,20,True,11.5,False,False,False,True,False,54,Over
Regular Season,4,ATL,JAC,3,42,19.5,22.5,JAC,JAC,7,23,True,13,False,True,False,False,False,30,Under
Regular Season,4,WAS,PHI,8.5,43,17.25,25.75,PHI,PHI,31,34,False,5.5,False,True,False,False,False,65,Over
Regular Season,4,DEN,CHI,3,47,25,22,DEN,DEN,31,28,False,Push,False,False,False,True,False,59,Over
Regular Season,4,MIA,BUF,3,52.5,24.75,27.75,BUF,BUF,20,48,True,25,False,True,False,False,False,68,Over
Regular Season,4,MIN,CAR,4.5,46,25.25,20.75,MIN,MIN,21,13,True,3.5,False,False,False,True,False,34,Under
Regular Season,4,LA,IND,1,44.5,22.75,21.75,LA,LA,29,23,True,5,False,False,False,True,False,52,Over
Regular Season,4,PIT,HOU,3,41.5,22.25,19.25,PIT,HOU,6,30,False,27,True,False,False,True,True,36,Under
Regular Season,4,CIN,TEN,2.5,41.5,22,19.5,CIN,TEN,3,27,False,26.5,True,False,False,True,True,30,Under
Regular Season,4,BAL,CLE,1.5,38.5,20,18.5,BAL,BAL,28,3,True,23.5,False,False,False,True,False,31,Under
Regular Season,4,TB,NO,4.5,41,18.25,22.75,NO,TB,26,9,False,21.5,True,True,True,False,False,35,Under
Regular Season,4,LV,LAC,6.5,49,21.25,27.75,LAC,LAC,17,24,True,0.5,False,True,False,False,False,41,Under
Regular Season,4,ARI,SF,15,44,14.5,29.5,SF,SF,16,35,True,4,False,True,False,False,False,51,Over
Regular Season,4,NE,DAL,6,43,18.5,24.5,DAL,DAL,3,38,True,29,False,True,False,False,False,41,Under
Regular Season,4,KC,NYJ,8.5,42,25.25,16.75,KC,KC,23,20,False,5.5,False,False,False,True,False,43,Over
Regular Season,4,SEA,NYG,2.5,46,24.25,21.75,SEA,SEA,24,3,True,18.5,False,False,False,True,False,27,Under
Regular Season,5,CHI,WAS,6,45,19.5,25.5,WAS,CHI,40,20,False,26,True,True,True,False,False,60,Over
Regular Season,5,JAC,BUF,5,48.5,21.75,26.75,BUF,JAC,25,20,False,10,True,True,True,False,False,45,Under
Regular Season,5,NO,NE,2,38.5,18.25,20.25,NE,NO,34,0,False,36,True,True,True,False,False,34,Under
Regular Season,5,CAR,DET,9,43.5,17.25,26.25,DET,DET,24,42,True,9,False,True,False,False,False,66,Over
Regular Season,5,TEN,IND,2.5,43.5,23,20.5,TEN,IND,16,23,False,9.5,True,False,False,True,True,39,Under
Regular Season,5,BAL,PIT,4.5,39,21.75,17.25,BAL,PIT,10,17,False,11.5,True,False,False,True,True,27,Under
Regular Season,5,HOU,ATL,2.5,42,19.75,22.25,ATL,ATL,19,21,False,0.5,False,True,False,False,False,40,Under
Regular Season,5,NYG,MIA,12.5,48,17.75,30.25,MIA,MIA,16,31,True,2.5,False,True,False,False,False,47,Under
Regular Season,5,CIN,ARI,3,45.5,24.25,21.25,CIN,CIN,34,20,True,11,False,False,False,True,False,54,Over
Regular Season,5,PHI,LA,3.5,50.5,27,23.5,PHI,PHI,23,14,True,5.5,False,False,False,True,False,37,Under
Regular Season,5,NYJ,DEN,2.5,42,19.75,22.25,DEN,NYJ,31,21,False,12.5,True,True,True,False,False,52,Over
Regular Season,5,KC,MIN,3.5,52.5,28,24.5,KC,KC,27,20,True,3.5,False,False,False,True,False,47,Under
Regular Season,5,DAL,SF,3.5,45,20.75,24.25,SF,SF,10,42,True,28.5,False,True,False,False,False,52,Over
Regular Season,5,GB,LV,2,45,21.5,23.5,LV,LV,13,17,True,2,False,True,False,False,False,30,Under
Regular Season,6,DEN,KC,10.5,47,18.25,28.75,KC,KC,8,19,True,0.5,False,True,False,False,False,27,Under
Regular Season,6,BAL,TEN,5.5,42.5,24,18.5,BAL,BAL,24,16,True,2.5,False,False,False,True,False,40,Under
Regular Season,6,SF,CLE,9.5,35.5,22.5,13,SF,CLE,17,19,False,11.5,True,False,False,True,True,36,Over
Regular Season,6,WAS,ATL,1.5,42,20.25,21.75,ATL,WAS,24,16,False,9.5,True,True,True,False,False,40,Under
Regular Season,6,IND,JAC,4,44,20,24,JAC,JAC,20,37,True,13,False,True,False,False,False,57,Over
Regular Season,6,SEA,CIN,3,45.5,21.25,24.25,CIN,CIN,13,17,True,1,False,True,False,False,False,30,Under
Regular Season,6,CAR,MIA,14,47.5,16.75,30.75,MIA,MIA,21,42,True,7,False,True,False,False,False,63,Over
Regular Season,6,NO,HOU,2.5,41.5,22,19.5,NO,HOU,13,20,False,9.5,True,False,False,True,True,33,Under
Regular Season,6,MIN,CHI,3,44.5,23.75,20.75,MIN,MIN,19,13,True,3,False,False,False,True,False,32,Under
Regular Season,6,NE,LV,3,41.5,19.25,22.25,LV,LV,17,21,True,1,False,True,False,False,False,38,Under
Regular Season,6,ARI,LA,7,48,20.5,27.5,LA,LA,9,26,True,10,False,True,False,False,False,35,Under
Regular Season,6,PHI,NYJ,6.5,43,24.75,18.25,PHI,NYJ,14,20,False,12.5,True,False,False,True,True,34,Under
Regular Season,6,DET,TB,3,43,23,20,DET,DET,20,6,True,11,False,False,False,True,False,26,Under
Regular Season,6,NYG,BUF,15.5,43,13.75,29.25,BUF,BUF,9,14,False,10.5,False,True,False,False,False,23,Under
Regular Season,6,DAL,LAC,1.5,50,25.75,24.25,DAL,DAL,20,17,True,1.5,False,False,False,True,False,37,Under
Regular Season,7,JAC,NO,2.5,41,19.25,21.75,NO,JAC,31,24,False,9.5,True,True,True,False,False,55,Over
Regular Season,7,BUF,NE,7.5,41,24.25,16.75,BUF,NE,25,29,False,11.5,True,False,False,True,True,54,Over
Regular Season,7,CLE,IND,3.5,40,21.75,18.25,CLE,CLE,39,38,False,2.5,False,False,False,True,False,77,Over
Regular Season,7,ATL,TB,3,37.5,17.25,20.25,TB,ATL,16,13,False,6,True,True,True,False,False,29,Under
Regular Season,7,WAS,NYG,3,37,20,17,WAS,NYG,7,14,False,10,True,False,False,True,True,21,Under
Regular Season,7,DET,BAL,3,43.5,20.25,23.25,BAL,BAL,6,38,True,29,False,True,False,False,False,44,Over
Regular Season,7,LV,CHI,2.5,38.5,20.5,18,LV,CHI,12,30,False,20.5,True,False,False,True,True,42,Over
Regular Season,7,PIT,LA,3,44,20.5,23.5,LA,PIT,24,17,False,10,True,True,True,False,False,41,Under
Regular Season,7,ARI,SEA,10,44,17,27,SEA,SEA,10,20,False,Push,False,True,False,False,False,30,Under
Regular Season,7,GB,DEN,1.5,44,21.25,22.75,DEN,DEN,17,19,True,0.5,False,True,False,False,False,36,Under
Regular Season,7,LAC,KC,5.5,48.5,21.5,27,KC,KC,17,31,True,8.5,False,True,False,False,False,48,Under
Regular Season,7,MIA,PHI,3,52,24.5,27.5,PHI,PHI,17,31,True,11,False,True,False,False,False,48,Under
Regular Season,7,SF,MIN,7,44,25.5,18.5,SF,MIN,17,22,False,12,True,False,False,True,True,39,Under
Regular Season,8,TB,BUF,10,43,16.5,26.5,BUF,BUF,18,24,False,4,False,True,False,False,False,42,Under
Regular Season,8,HOU,CAR,3.5,42.5,23,19.5,HOU,CAR,13,15,False,5.5,True,False,False,True,True,28,Under
Regular Season,8,PHI,WAS,7,42.5,24.75,17.75,PHI,PHI,38,31,False,Push,False,False,False,True,False,69,Over
Regular Season,8,NO,IND,2,44,23,21,NO,NO,38,27,True,9,False,False,False,True,False,65,Over
Regular Season,8,MIN,GB,1,41.5,21.25,20.25,MIN,MIN,24,10,True,13,False,False,False,True,False,34,Under
Regular Season,8,JAC,PIT,2.5,41,21.75,19.25,JAC,JAC,20,10,True,7.5,False,False,False,True,False,30,Under
Regular Season,8,LA,DAL,7,44.5,18.75,25.75,DAL,DAL,20,43,True,16,False,True,False,False,False,63,Over
Regular Season,8,ATL,TEN,2.5,35.5,19,16.5,ATL,TEN,23,28,False,7.5,True,False,False,True,True,51,Over
Regular Season,8,NYJ,NYG,3,34.5,18.75,15.75,NYJ,NYJ,13,10,False,Push,False,False,False,True,False,23,Under
Regular Season,8,NE,MIA,7.5,46.5,19.5,27,MIA,MIA,17,31,True,6.5,False,True,False,False,False,48,Over
Regular Season,8,CLE,SEA,4,38.5,17.25,21.25,SEA,SEA,20,24,False,Push,False,True,False,False,False,44,Over
Regular Season,8,CIN,SF,4,44,20,24,SF,CIN,31,17,False,18,True,True,True,False,False,48,Over
Regular Season,8,BAL,ARI,10,45,27.5,17.5,BAL,BAL,31,24,False,3,False,False,False,True,False,55,Over
Regular Season,8,KC,DEN,7,46,26.5,19.5,KC,DEN,9,24,False,22,True,False,False,True,True,33,Under
Regular Season,8,CHI,LAC,9.5,46,18.25,27.75,LAC,LAC,13,30,True,7.5,False,True,False,False,False,43,Under
Regular Season,8,LV,DET,7,46,19.5,26.5,DET,DET,14,26,True,5,False,True,False,False,False,40,Under
Regular Season,9,TEN,PIT,3,36.5,16.75,19.75,PIT,PIT,16,20,True,1,False,True,False,False,False,36,Under
Regular Season,9,MIA,KC,1,51.5,25.25,26.25,KC,KC,14,21,True,6,False,True,False,False,False,35,Under
Regular Season,9,LA,GB,4,37.5,16.75,20.75,GB,GB,3,20,True,13,False,True,False,False,False,23,Under
Regular Season,9,CHI,NO,9,42,16.5,25.5,NO,NO,17,24,False,2,False,True,False,False,False,41,Under
Regular Season,9,MIN,ATL,3.5,39,17.75,21.25,ATL,MIN,31,28,False,6.5,True,True,True,False,False,59,Over
Regular Season,9,TB,HOU,2.5,40,18.75,21.25,HOU,HOU,37,39,False,0.5,False,True,False,False,False,76,Over
Regular Season,9,ARI,CLE,13,38,12.5,25.5,CLE,CLE,0,27,True,14,False,True,False,False,False,27,Under
Regular Season,9,SEA,BAL,6.5,44,18.75,25.25,BAL,BAL,3,37,True,27.5,False,True,False,False,False,40,Under
Regular Season,9,WAS,NE,3,40.5,18.75,21.75,NE,WAS,20,17,False,6,True,True,True,False,False,37,Under
Regular Season,9,IND,CAR,1.5,45,23.25,21.75,IND,IND,27,13,True,12.5,False,False,False,True,False,40,Under
Regular Season,9,DAL,PHI,3,46.5,21.75,24.75,PHI,PHI,23,28,True,2,False,True,False,False,False,51,Over
Regular Season,9,NYG,LV,1.5,39,18.75,20.25,LV,LV,6,30,True,22.5,False,True,False,False,False,36,Under
Regular Season,9,BUF,CIN,1.5,51,24.75,26.25,CIN,CIN,18,24,True,4.5,False,True,False,False,False,42,Under
Regular Season,9,LAC,NYJ,3.5,41,22.25,18.75,LAC,LAC,27,6,True,17.5,False,False,False,True,False,33,Under
Regular Season,10,CAR,CHI,3,38,17.5,20.5,CHI,CHI,13,16,False,Push,False,True,False,False,False,29,Under
Regular Season,10,IND,NE,1.5,42,21.75,20.25,IND,IND,10,6,True,2.5,False,False,False,True,False,16,Under
Regular Season,10,GB,PIT,3,38.5,17.75,20.75,PIT,PIT,19,23,True,1,False,True,False,False,False,42,Over
Regular Season,10,SF,JAC,3,44.5,23.75,20.75,SF,SF,34,3,True,28,False,False,False,True,False,37,Under
Regular Season,10,TEN,TB,2.5,39,18.25,20.75,TB,TB,6,20,True,11.5,False,True,False,False,False,26,Under
Regular Season,10,NO,MIN,3,40.5,21.75,18.75,NO,MIN,19,27,False,11,True,False,False,True,True,46,Over
Regular Season,10,CLE,BAL,5.5,39,16.75,22.25,BAL,CLE,33,31,False,7.5,True,True,True,False,False,64,Over
Regular Season,10,HOU,CIN,5.5,45.5,20,25.5,CIN,HOU,30,27,False,8.5,True,True,True,False,False,57,Over
Regular Season,10,DET,LAC,2,48,25,23,DET,DET,41,38,True,1,False,False,False,True,False,79,Over
Regular Season,10,ATL,ARI,2,43.5,22.75,20.75,ATL,ARI,23,25,False,4,True,False,False,True,True,48,Over
Regular Season,10,WAS,SEA,6,44,19,25,SEA,SEA,26,29,False,3,False,True,False,False,False,55,Over
Regular Season,10,NYG,DAL,17.5,39,10.75,28.25,DAL,DAL,17,49,True,14.5,False,True,False,False,False,66,Over
Regular Season,10,NYJ,LV,1,35.5,18.25,17.25,NYJ,LV,12,16,False,5,True,False,False,True,True,28,Under
Regular Season,10,DEN,BUF,7.5,47.5,20,27.5,BUF,DEN,24,22,False,9.5,True,True,True,False,False,46,Under
Regular Season,11,CIN,BAL,4,46.5,21.25,25.25,BAL,BAL,20,34,True,10,False,True,False,False,False,54,Over
Regular Season,11,TEN,JAC,6.5,40,16.75,23.25,JAC,JAC,14,34,True,13.5,False,True,False,False,False,48,Over
Regular Season,11,CHI,DET,7.5,48,20.25,27.75,DET,DET,26,31,False,2.5,False,True,False,False,False,57,Over
Regular Season,11,DAL,CAR,11,43,27,16,DAL,DAL,33,10,True,12,False,False,False,True,False,43,Push
Regular Season,11,NYG,WAS,8,39,15.5,23.5,WAS,NYG,31,19,False,20,True,True,True,False,False,50,Over
Regular Season,11,ARI,HOU,5,48,21.5,26.5,HOU,HOU,16,21,False,Push,False,True,False,False,False,37,Under
Regular Season,11,PIT,CLE,2,34,16,18,CLE,CLE,10,13,True,1,False,True,False,False,False,23,Under
Regular Season,11,LV,MIA,13.5,44.5,15.5,29,MIA,MIA,13,20,False,6.5,False,True,False,False,False,33,Under
Regular Season,11,LAC,GB,3,44,23.5,20.5,LAC,GB,20,23,False,6,True,False,False,True,True,43,Under
Regular Season,11,TB,SF,13.5,41.5,14,27.5,SF,SF,14,27,False,0.5,False,True,False,False,False,41,Under
Regular Season,11,SEA,LA,2,46,22,24,LA,LA,16,17,False,1,False,True,False,False,False,33,Under
Regular Season,11,NYJ,BUF,8.5,39.5,15.5,24,BUF,BUF,6,32,True,17.5,False,True,False,False,False,38,Under
Regular Season,11,MIN,DEN,2.5,43,20.25,22.75,DEN,DEN,20,21,False,1.5,False,True,False,False,False,41,Under
Regular Season,11,PHI,KC,2.5,46,21.75,24.25,KC,PHI,21,17,False,6.5,True,True,True,False,False,38,Under
Regular Season,12,GB,DET,8.5,47,19.25,27.75,DET,GB,29,22,False,15.5,True,True,True,False,False,51,Over
Regular Season,12,WAS,DAL,13,48,17.5,30.5,DAL,DAL,10,45,True,22,False,True,False,False,False,55,Over
Regular Season,12,SF,SEA,7,43.5,25.25,18.25,SF,SF,31,13,True,11,False,False,False,True,False,44,Over
Regular Season,12,MIA,NYJ,9.5,40,24.75,15.25,MIA,MIA,34,13,True,11.5,False,False,False,True,False,47,Over
Regular Season,12,CAR,TEN,3.5,35.5,16,19.5,TEN,TEN,10,17,True,3.5,False,True,False,False,False,27,Under
Regular Season,12,NO,ATL,2,42,22,20,NO,ATL,15,24,False,11,True,False,False,True,True,39,Under
Regular Season,12,PIT,CIN,2,36,19,17,PIT,PIT,16,10,True,4,False,False,False,True,False,26,Under
Regular Season,12,NE,NYG,4.5,36,20.25,15.75,NE,NYG,7,10,False,7.5,True,False,False,True,True,17,Under
Regular Season,12,JAC,HOU,1,48,24.5,23.5,JAC,JAC,24,21,True,2,False,False,False,True,False,45,Under
Regular Season,12,TB,IND,2.5,44.5,21,23.5,IND,IND,20,27,True,4.5,False,True,False,False,False,47,Over
Regular Season,12,CLE,DEN,2,37.5,17.75,19.75,DEN,DEN,12,29,True,15,False,True,False,False,False,41,Over
Regular Season,12,LA,ARI,3,45,24,21,LA,LA,37,14,True,20,False,False,False,True,False,51,Over
Regular Season,12,BUF,PHI,2.5,48.5,23,25.5,PHI,PHI,34,37,True,0.5,False,True,False,False,False,71,Over
Regular Season,12,KC,LV,9,42.5,25.75,16.75,KC,KC,31,17,True,5,False,False,False,True,False,48,Over
Regular Season,12,BAL,LAC,3,49,26,23,BAL,BAL,20,10,True,7,False,False,False,True,False,30,Under
Regular Season,12,CHI,MIN,3,43.5,20.25,23.25,MIN,CHI,12,10,False,5,True,True,True,False,False,22,Under
Regular Season,13,SEA,DAL,9,47.5,19.25,28.25,DAL,DAL,35,41,False,3,False,True,False,False,False,76,Over
Regular Season,13,MIA,WAS,8.5,49.5,29,20.5,MIA,MIA,45,15,True,21.5,False,False,False,True,False,60,Over
Regular Season,13,ATL,NYJ,2,33,17.5,15.5,ATL,ATL,13,8,True,3,False,False,False,True,False,21,Under
Regular Season,13,ARI,PIT,6,41,17.5,23.5,PIT,ARI,24,10,False,20,True,True,True,False,False,34,Under
Regular Season,13,LAC,NE,4.5,38.5,21.5,17,LAC,LAC,6,0,True,1.5,False,False,False,True,False,6,Under
Regular Season,13,DEN,HOU,3,47,22,25,HOU,HOU,17,22,True,2,False,True,False,False,False,39,Under
Regular Season,13,DET,NO,4,48,26,22,DET,DET,33,28,True,1,False,False,False,True,False,61,Over
Regular Season,13,IND,TEN,1.5,42,21.75,20.25,IND,IND,31,28,True,1.5,False,False,False,True,False,59,Over
Regular Season,13,CAR,TB,3.5,36.5,16.5,20,TB,TB,18,21,False,0.5,False,True,False,False,False,39,Over
Regular Season,13,SF,PHI,3,46.5,24.75,21.75,SF,SF,42,19,True,20,False,False,False,True,False,61,Over
Regular Season,13,CLE,LA,3.5,39.5,18,21.5,LA,LA,19,36,True,13.5,False,True,False,False,False,55,Over
Regular Season,13,KC,GB,5.5,43.5,24.5,19,KC,GB,19,27,False,13.5,True,False,False,True,True,46,Over
Regular Season,13,CIN,JAC,10,41,15.5,25.5,JAC,CIN,34,31,False,13,True,True,True,False,False,65,Over
Regular Season,14,NE,PIT,5.5,30.5,12.5,18,PIT,NE,21,18,False,8.5,True,True,True,False,False,39,Over
Regular Season,14,CAR,NO,5,39,17,22,NO,NO,6,28,True,17,False,True,False,False,False,34,Under
Regular Season,14,IND,CIN,3,45,21,24,CIN,CIN,14,34,True,17,False,True,False,False,False,48,Over
Regular Season,14,HOU,NYJ,3,33.5,18.25,15.25,HOU,NYJ,6,30,False,27,True,False,False,True,True,36,Over
Regular Season,14,TB,ATL,1.5,41.5,20,21.5,ATL,TB,29,25,False,5.5,True,True,True,False,False,54,Over
Regular Season,14,DET,CHI,3,44.5,23.75,20.75,DET,CHI,13,28,False,18,True,False,False,True,True,41,Under
Regular Season,14,JAC,CLE,2,37.5,17.75,19.75,CLE,CLE,27,31,True,2,False,True,False,False,False,58,Over
Regular Season,14,LA,BAL,7.5,42,17.25,24.75,BAL,BAL,31,37,False,1.5,False,True,False,False,False,68,Over
Regular Season,14,MIN,LV,3,40.5,21.75,18.75,MIN,MIN,3,0,False,Push,False,False,False,True,False,3,Under
Regular Season,14,SEA,SF,14.5,44,14.75,29.25,SF,SF,16,28,False,2.5,False,True,False,False,False,44,Push
Regular Season,14,BUF,KC,2,49,23.5,25.5,KC,BUF,20,17,False,5,True,True,True,False,False,37,Under
Regular Season,14,DEN,LAC,3,46,21.5,24.5,LAC,DEN,24,7,False,20,True,True,True,False,False,31,Under
Regular Season,14,PHI,DAL,5.5,53.5,24,29.5,DAL,DAL,13,33,True,14.5,False,True,False,False,False,46,Under
Regular Season,14,GB,NYG,5.5,37,21.25,15.75,GB,NYG,22,24,False,7.5,True,False,False,True,True,46,Over
Regular Season,14,TEN,MIA,13.5,44.5,15.5,29,MIA,TEN,28,27,False,14.5,True,True,True,False,False,55,Over
Regular Season,15,LAC,LV,3,36,16.5,19.5,LV,LV,21,63,True,39,False,True,False,False,False,84,Over
Regular Season,15,MIN,CIN,3,41.5,19.25,22.25,CIN,CIN,24,27,False,Push,False,True,False,False,False,51,Over
Regular Season,15,PIT,IND,1,41.5,20.25,21.25,IND,IND,13,30,True,16,False,True,False,False,False,43,Over
Regular Season,15,DEN,DET,5.5,49,21.75,27.25,DET,DET,17,42,True,19.5,False,True,False,False,False,59,Over
Regular Season,15,KC,NE,10.5,39.5,25,14.5,KC,KC,27,17,False,0.5,False,False,False,True,False,44,Over
Regular Season,15,NYG,NO,6,39.5,16.75,22.75,NO,NO,6,24,True,12,False,True,False,False,False,30,Under
Regular Season,15,ATL,CAR,2.5,32.5,17.5,15,ATL,CAR,7,9,False,4.5,True,False,False,True,True,16,Under
Regular Season,15,TB,GB,4,41.5,18.75,22.75,GB,TB,34,20,False,18,True,True,True,False,False,54,Over
Regular Season,15,HOU,TEN,3,38,17.5,20.5,TEN,HOU,19,16,False,6,True,True,True,False,False,35,Under
Regular Season,15,NYJ,MIA,7,36,14.5,21.5,MIA,MIA,0,30,True,23,False,True,False,False,False,30,Under
Regular Season,15,CHI,CLE,3,38,17.5,20.5,CLE,CLE,17,20,False,Push,False,True,False,False,False,37,Under
Regular Season,15,SF,ARI,11.5,48.5,30,18.5,SF,SF,45,29,True,4.5,False,False,False,True,False,74,Over
Regular Season,15,WAS,LA,6.5,48.5,21,27.5,LA,LA,20,28,True,1.5,False,True,False,False,False,48,Under
Regular Season,15,DAL,BUF,2.5,49,23.25,25.75,BUF,BUF,10,31,True,18.5,False,True,False,False,False,41,Under
Regular Season,15,BAL,JAC,4,42.5,23.25,19.25,BAL,BAL,23,7,True,12,False,False,False,True,False,30,Under
Regular Season,15,PHI,SEA,5,46,25.5,20.5,PHI,SEA,17,20,False,8,True,False,False,True,True,37,Under
Regular Season,16,NO,LA,4,45.5,20.75,24.75,LA,LA,22,30,True,4,False,True,False,False,False,52,Over
Regular Season,16,CIN,PIT,3,39.5,21.25,18.25,CIN,PIT,11,34,False,26,True,False,False,True,True,45,Over
Regular Season,16,BUF,LAC,13,44.5,28.75,15.75,BUF,BUF,24,22,False,11,False,False,False,True,False,46,Over
Regular Season,16,CLE,HOU,3,40,21.5,18.5,CLE,CLE,36,22,True,11,False,False,False,True,False,58,Over
Regular Season,16,SEA,TEN,3,42.5,22.75,19.75,SEA,SEA,20,17,False,Push,False,False,False,True,False,37,Under
Regular Season,16,IND,ATL,2.5,44,20.75,23.25,ATL,ATL,10,29,True,16.5,False,True,False,False,False,39,Under
