Event Type,Week,Away Team,Home Team,Closing Spread,Total,Away Implied Score,Home Implied Score,Favorite,Actual winner,Away Score,Home Score,Favorite Covered,Post Game Spread,Underdog won,Road dog,Road dog won,Home dog,Home dog won,Actual Total,Over/Under
Regular Season,3,LV,TEN,2.0,45.5,23.75,21.75,LV,TEN,22.0,24.0,False,4.0,True,False,False,True,True,46.0,Over
Regular Season,3,BUF,MIA,4.0,54.0,29.0,25.0,BUF,MIA,19.0,21.0,False,6.0,True,False,False,True,True,40.0,Under
Regular Season,3,DET,MIN,6.5,52.0,22.75,29.25,MIN,MIN,24.0,28.0,False,2.5,False,True,False,False,False,52.0,Push
Regular Season,3,KC,IND,4.5,51.0,27.75,23.25,KC,IND,17.0,20.0,False,7.5,True,False,False,True,True,37.0,Under
Regular Season,3,CIN,NYJ,6.5,46.0,26.25,19.75,CIN,CIN,27.0,12.0,True,8.5,False,False,False,True,False,39.0,Under
Regular Season,3,BAL,NE,2.5,45.0,23.75,21.25,BAL,BAL,37.0,26.0,True,8.5,False,False,False,True,False,63.0,Over
Regular Season,3,NO,CAR,2.0,41.0,21.5,19.5,NO,CAR,14.0,22.0,False,10.0,True,False,False,True,True,36.0,Under
Regular Season,3,JAC,LAC,6.5,45.5,19.5,26.0,LAC,JAC,38.0,10.0,False,34.5,True,True,True,False,False,48.0,Over
Regular Season,3,LA,ARI,3.5,49.0,26.25,22.75,LA,LA,20.0,12.0,True,4.5,False,False,False,True,False,32.0,Under
Regular Season,3,GB,TB,1.0,42.0,20.5,21.5,TB,GB,14.0,12.0,False,3.0,True,True,True,False,False,26.0,Under
Regular Season,3,ATL,SEA,1.0,43.5,21.25,22.25,SEA,ATL,27.0,23.0,False,5.0,True,True,True,False,False,50.0,Over
Regular Season,3,SF,DEN,1.5,45.0,23.25,21.75,SF,DEN,10.0,11.0,False,2.5,True,False,False,True,True,21.0,Under
Regular Season,3,DAL,NYG,1.0,38.5,18.75,19.75,NYG,DAL,23.0,16.0,False,8.0,True,True,True,False,False,39.0,Over
Regular Season,4,MIA,CIN,4.0,48.5,22.25,26.25,CIN,CIN,15.0,27.0,True,8.0,False,True,False,False,False,42.0,Under
Regular Season,4,MIN,NO,4.0,42.0,23.0,19.0,MIN,MIN,28.0,25.0,False,1.0,False,False,False,True,False,53.0,Over
Regular Season,4,CLE,ATL,1.0,48.5,24.75,23.75,CLE,ATL,20.0,23.0,False,4.0,True,False,False,True,True,43.0,Under
Regular Season,4,CHI,NYG,3.0,39.0,18.0,21.0,NYG,NYG,12.0,20.0,True,5.0,False,True,False,False,False,32.0,Under
Regular Season,4,BUF,BAL,3.0,50.5,26.75,23.75,BUF,BUF,23.0,20.0,False,Push,False,False,False,True,False,43.0,Under
Regular Season,4,LAC,HOU,5.5,45.5,25.5,20.0,LAC,LAC,34.0,24.0,True,4.5,False,False,False,True,False,58.0,Over
Regular Season,4,SEA,DET,3.5,48.5,22.5,26.0,DET,SEA,48.0,45.0,False,6.5,True,True,True,False,False,93.0,Over
Regular Season,4,JAC,PHI,6.5,44.0,18.75,25.25,PHI,PHI,21.0,29.0,True,1.5,False,True,False,False,False,50.0,Over
Regular Season,4,TEN,IND,4.0,43.5,19.75,23.75,IND,TEN,24.0,17.0,False,11.0,True,True,True,False,False,41.0,Under
Regular Season,4,WAS,DAL,3.0,41.0,19.0,22.0,DAL,DAL,10.0,25.0,True,12.0,False,True,False,False,False,35.0,Under
Regular Season,4,NYJ,PIT,3.0,41.5,19.25,22.25,PIT,NYJ,24.0,20.0,False,7.0,True,True,True,False,False,44.0,Over
Regular Season,4,ARI,CAR,1.0,44.0,21.5,22.5,CAR,ARI,26.0,16.0,False,11.0,True,True,True,False,False,42.0,Under
Regular Season,4,NE,GB,9.5,40.0,15.25,24.75,GB,GB,24.0,27.0,False,6.5,False,True,False,False,False,51.0,Over
Regular Season,4,DEN,LV,2.5,45.5,21.5,24.0,LV,LV,23.0,32.0,True,6.5,False,True,False,False,False,55.0,Over
Regular Season,4,KC,TB,2.0,47.0,22.5,24.5,TB,KC,41.0,31.0,False,12.0,True,True,True,False,False,72.0,Over
Regular Season,4,LA,SF,1.0,42.0,20.5,21.5,SF,SF,9.0,24.0,True,14.0,False,True,False,False,False,33.0,Under
Regular Season,5,IND,DEN,3.5,42.0,19.25,22.75,DEN,IND,12.0,9.0,False,6.5,True,True,True,False,False,21.0,Under
Regular Season,5,NYG,GB,8.5,42.0,16.75,25.25,GB,NYG,27.0,22.0,False,13.5,True,True,True,False,False,49.0,Over
Regular Season,5,SEA,NO,5.5,45.0,19.75,25.25,NO,NO,32.0,39.0,True,1.5,False,True,False,False,False,71.0,Over
Regular Season,5,ATL,TB,10.5,46.0,17.75,28.25,TB,TB,15.0,21.0,False,4.5,False,True,False,False,False,36.0,Under
Regular Season,5,PIT,BUF,14.0,44.5,15.25,29.25,BUF,BUF,3.0,38.0,True,21.0,False,True,False,False,False,41.0,Under
Regular Season,5,CHI,MIN,8.5,44.0,17.75,26.25,MIN,MIN,22.0,29.0,False,1.5,False,True,False,False,False,51.0,Over
Regular Season,5,TEN,WAS,1.0,43.5,22.25,21.25,TEN,TEN,21.0,17.0,True,3.0,False,False,False,True,False,38.0,Under
Regular Season,5,DET,NE,3.0,47.0,22.0,25.0,NE,NE,0.0,29.0,True,26.0,False,True,False,False,False,29.0,Under
Regular Season,5,MIA,NYJ,3.0,46.0,24.5,21.5,MIA,NYJ,17.0,40.0,False,26.0,True,False,False,True,True,57.0,Over
Regular Season,5,HOU,JAC,7.0,44.0,18.5,25.5,JAC,HOU,13.0,6.0,False,14.0,True,True,True,False,False,19.0,Under
Regular Season,5,LAC,CLE,1.5,46.5,24.0,22.5,LAC,LAC,30.0,28.0,True,0.5,False,False,False,True,False,58.0,Over
Regular Season,5,SF,CAR,6.0,39.5,22.75,16.75,SF,SF,37.0,15.0,True,16.0,False,False,False,True,False,52.0,Over
Regular Season,5,PHI,ARI,5.5,49.0,27.25,21.75,PHI,PHI,20.0,17.0,False,2.5,False,False,False,True,False,37.0,Under
Regular Season,5,DAL,LA,5.5,42.0,18.25,23.75,LA,DAL,22.0,10.0,False,17.5,True,True,True,False,False,32.0,Under
Regular Season,5,CIN,BAL,3.0,47.5,22.25,25.25,BAL,BAL,17.0,19.0,False,1.0,False,True,False,False,False,36.0,Under
Regular Season,5,LV,KC,7.5,51.5,22.0,29.5,KC,KC,29.0,30.0,False,6.5,False,True,False,False,False,59.0,Over
Regular Season,6,WAS,CHI,1.0,38.5,19.75,18.75,WAS,WAS,12.0,7.0,True,4.0,False,False,False,True,False,19.0,Under
Regular Season,6,NYJ,GB,7.5,44.5,18.5,26.0,GB,NYJ,27.0,10.0,False,24.5,True,True,True,False,False,37.0,Under
Regular Season,6,NE,CLE,2.5,43.0,20.25,22.75,CLE,NE,38.0,15.0,False,25.5,True,True,True,False,False,53.0,Over
Regular Season,6,BAL,NYG,5.5,45.5,25.5,20.0,BAL,NYG,20.0,24.0,False,9.5,True,False,False,True,True,44.0,Under
Regular Season,6,JAC,IND,1.0,41.0,20.0,21.0,IND,IND,27.0,34.0,True,6.0,False,True,False,False,False,61.0,Over
Regular Season,6,TB,PIT,9.5,46.5,28.0,18.5,TB,PIT,18.0,20.0,False,11.5,True,False,False,True,True,38.0,Under
Regular Season,6,MIN,MIA,3.0,45.0,24.0,21.0,MIN,MIN,24.0,16.0,True,5.0,False,False,False,True,False,40.0,Under
Regular Season,6,SF,ATL,3.5,45.5,24.5,21.0,SF,ATL,14.0,28.0,False,17.5,True,False,False,True,True,42.0,Under
Regular Season,6,CIN,NO,3.0,43.0,23.0,20.0,CIN,CIN,30.0,26.0,True,1.0,False,False,False,True,False,56.0,Over
Regular Season,6,CAR,LA,10.0,41.0,15.5,25.5,LA,LA,10.0,24.0,True,4.0,False,True,False,False,False,34.0,Under
Regular Season,6,ARI,SEA,2.5,50.5,26.5,24.0,ARI,SEA,9.0,19.0,False,12.5,True,False,False,True,True,28.0,Under
Regular Season,6,BUF,KC,2.5,54.0,28.25,25.75,BUF,BUF,24.0,20.0,True,1.5,False,False,False,True,False,44.0,Under
Regular Season,6,DAL,PHI,6.5,42.5,18.0,24.5,PHI,PHI,17.0,26.0,True,2.5,False,True,False,False,False,43.0,Over
Regular Season,6,DEN,LAC,3.5,45.5,21.0,24.5,LAC,LAC,16.0,19.0,False,0.5,False,True,False,False,False,35.0,Under
Regular Season,7,NO,ARI,1.5,43.5,21.0,22.5,ARI,ARI,34.0,42.0,True,6.5,False,True,False,False,False,76.0,Over
Regular Season,7,TB,CAR,13.0,39.0,26.0,13.0,TB,CAR,3.0,21.0,False,31.0,True,False,False,True,True,24.0,Under
Regular Season,7,DET,DAL,7.0,49.5,21.25,28.25,DAL,DAL,6.0,24.0,True,11.0,False,True,False,False,False,30.0,Under
Regular Season,7,CLE,BAL,6.5,46.5,20.0,26.5,BAL,BAL,20.0,23.0,False,3.5,False,True,False,False,False,43.0,Under
Regular Season,7,NYG,JAC,3.0,43.5,20.25,23.25,JAC,NYG,23.0,17.0,False,9.0,True,True,True,False,False,40.0,Under
Regular Season,7,IND,TEN,2.5,43.0,20.25,22.75,TEN,TEN,10.0,19.0,True,6.5,False,True,False,False,False,29.0,Under
Regular Season,7,GB,WAS,4.0,41.5,22.75,18.75,GB,WAS,21.0,23.0,False,6.0,True,False,False,True,True,44.0,Over
Regular Season,7,ATL,CIN,6.5,47.5,20.5,27.0,CIN,CIN,17.0,35.0,True,11.5,False,True,False,False,False,52.0,Over
Regular Season,7,NYJ,DEN,2.0,37.0,19.5,17.5,NYJ,NYJ,16.0,9.0,True,5.0,False,False,False,True,False,25.0,Under
Regular Season,7,HOU,LV,7.0,46.0,19.5,26.5,LV,LV,20.0,38.0,True,11.0,False,True,False,False,False,58.0,Over
Regular Season,7,KC,SF,1.0,49.0,25.0,24.0,KC,KC,44.0,23.0,True,20.0,False,False,False,True,False,67.0,Over
Regular Season,7,SEA,LAC,4.5,51.0,23.25,27.75,LAC,SEA,37.0,23.0,False,18.5,True,True,True,False,False,60.0,Over
Regular Season,7,PIT,MIA,7.0,44.0,18.5,25.5,MIA,MIA,10.0,16.0,False,1.0,False,True,False,False,False,26.0,Under
Regular Season,7,CHI,NE,9.5,40.0,15.25,24.75,NE,CHI,33.0,14.0,False,28.5,True,True,True,False,False,47.0,Over
Regular Season,8,BAL,TB,2.0,46.0,22.0,24.0,TB,BAL,27.0,22.0,False,7.0,True,True,True,False,False,49.0,Over
Regular Season,8,DEN,JAC,1.0,41.0,20.0,21.0,JAC,DEN,21.0,17.0,False,5.0,True,True,True,False,False,38.0,Under
Regular Season,8,PIT,PHI,11.0,43.0,16.0,27.0,PHI,PHI,13.0,35.0,True,11.0,False,True,False,False,False,48.0,Over
Regular Season,8,LV,NO,1.0,48.5,24.75,23.75,LV,NO,0.0,24.0,False,25.0,True,False,False,True,True,24.0,Under
Regular Season,8,MIA,DET,3.5,52.0,27.75,24.25,MIA,MIA,31.0,27.0,True,0.5,False,False,False,True,False,58.0,Over
Regular Season,8,NE,NYJ,3.0,40.0,21.5,18.5,NE,NE,22.0,17.0,True,2.0,False,False,False,True,False,39.0,Under
Regular Season,8,ARI,MIN,4.0,48.5,22.25,26.25,MIN,MIN,26.0,34.0,True,4.0,False,True,False,False,False,60.0,Over
Regular Season,8,CAR,ATL,4.0,41.0,18.5,22.5,ATL,ATL,34.0,37.0,False,1.0,False,True,False,False,False,71.0,Over
Regular Season,8,CHI,DAL,9.5,43.0,16.75,26.25,DAL,DAL,29.0,49.0,True,10.5,False,True,False,False,False,78.0,Over
Regular Season,8,TEN,HOU,1.0,39.5,20.25,19.25,TEN,TEN,17.0,10.0,True,6.0,False,False,False,True,False,27.0,Under
Regular Season,8,SF,LA,1.0,42.0,20.5,21.5,LA,SF,31.0,14.0,False,18.0,True,True,True,False,False,45.0,Over
Regular Season,8,NYG,SEA,3.0,44.5,20.75,23.75,SEA,SEA,13.0,27.0,True,11.0,False,True,False,False,False,40.0,Under
Regular Season,8,WAS,IND,3.0,40.0,18.5,21.5,IND,WAS,17.0,16.0,False,4.0,True,True,True,False,False,33.0,Under
Regular Season,8,GB,BUF,10.5,47.0,18.25,28.75,BUF,BUF,17.0,27.0,False,0.5,False,True,False,False,False,44.0,Under
Regular Season,8,CIN,CLE,3.0,45.0,24.0,21.0,CIN,CLE,13.0,32.0,False,22.0,True,False,False,True,True,45.0,Push
Regular Season,9,PHI,HOU,14.0,45.5,29.75,15.75,PHI,PHI,29.0,17.0,False,2.0,False,False,False,True,False,46.0,Over
Regular Season,9,LAC,ATL,2.5,49.5,26.0,23.5,LAC,LAC,20.0,17.0,True,0.5,False,False,False,True,False,37.0,Under
Regular Season,9,IND,NE,5.0,40.0,17.5,22.5,NE,NE,3.0,26.0,True,18.0,False,True,False,False,False,29.0,Under
Regular Season,9,MIA,CHI,4.0,46.0,25.0,21.0,MIA,MIA,35.0,32.0,False,1.0,False,False,False,True,False,67.0,Over
Regular Season,9,BUF,NYJ,10.5,46.0,28.25,17.75,BUF,NYJ,17.0,20.0,False,13.5,True,False,False,True,True,37.0,Under
Regular Season,9,LV,JAC,2.5,48.0,25.25,22.75,LV,JAC,20.0,27.0,False,9.5,True,False,False,True,True,47.0,Under
Regular Season,9,GB,DET,4.0,49.5,26.75,22.75,GB,DET,9.0,15.0,False,10.0,True,False,False,True,True,24.0,Under
Regular Season,9,CAR,CIN,7.0,42.5,17.75,24.75,CIN,CIN,21.0,42.0,True,14.0,False,True,False,False,False,63.0,Over
Regular Season,9,MIN,WAS,3.0,43.0,23.0,20.0,MIN,MIN,20.0,17.0,False,Push,False,False,False,True,False,37.0,Under
Regular Season,9,SEA,ARI,2.5,48.5,23.0,25.5,ARI,SEA,31.0,21.0,False,12.5,True,True,True,False,False,52.0,Over
Regular Season,9,LA,TB,3.0,42.5,19.75,22.75,TB,TB,13.0,16.0,False,Push,False,True,False,False,False,29.0,Under
Regular Season,9,TEN,KC,14.0,45.0,15.5,29.5,KC,KC,17.0,20.0,False,11.0,False,True,False,False,False,37.0,Under
Regular Season,9,BAL,NO,1.0,46.0,23.5,22.5,BAL,BAL,27.0,13.0,True,13.0,False,False,False,True,False,40.0,Under
Regular Season,10,ATL,CAR,2.5,41.5,22.0,19.5,ATL,CAR,15.0,25.0,False,12.5,True,False,False,True,True,40.0,Under
Regular Season,10,SEA,TB,2.5,45.0,21.25,23.75,TB,TB,16.0,21.0,True,2.5,False,True,False,False,False,37.0,Under
Regular Season,10,DET,CHI,3.0,48.5,22.75,25.75,CHI,DET,31.0,30.0,False,4.0,True,True,True,False,False,61.0,Over
Regular Season,10,CLE,MIA,3.0,49.5,23.25,26.25,MIA,MIA,17.0,39.0,True,19.0,False,True,False,False,False,56.0,Over
Regular Season,10,HOU,NYG,4.5,41.5,18.5,23.0,NYG,NYG,16.0,24.0,True,3.5,False,True,False,False,False,40.0,Under
Regular Season,10,DEN,TEN,2.5,39.5,18.5,21.0,TEN,TEN,10.0,17.0,True,4.5,False,True,False,False,False,27.0,Under
Regular Season,10,JAC,KC,9.5,51.5,21.0,30.5,KC,KC,17.0,27.0,True,0.5,False,True,False,False,False,44.0,Under
Regular Season,10,NO,PIT,1.0,39.5,19.25,20.25,PIT,PIT,10.0,20.0,True,9.0,False,True,False,False,False,30.0,Under
Regular Season,10,MIN,BUF,6.5,47.0,20.25,26.75,BUF,MIN,33.0,30.0,False,9.5,True,True,True,False,False,63.0,Over
Regular Season,10,IND,LV,4.0,41.5,18.75,22.75,LV,IND,25.0,20.0,False,9.0,True,True,True,False,False,45.0,Over
Regular Season,10,DAL,GB,3.5,44.5,24.0,20.5,DAL,GB,28.0,31.0,False,6.5,True,False,False,True,True,59.0,Over
Regular Season,10,ARI,LA,3.5,38.0,17.25,20.75,LA,ARI,27.0,17.0,False,13.5,True,True,True,False,False,44.0,Over
Regular Season,10,LAC,SF,7.5,46.5,19.5,27.0,SF,SF,16.0,22.0,False,1.5,False,True,False,False,False,38.0,Under
Regular Season,10,WAS,PHI,11.0,43.0,16.0,27.0,PHI,WAS,32.0,21.0,False,22.0,True,True,True,False,False,53.0,Over
Regular Season,11,TEN,GB,3.0,40.5,18.75,21.75,GB,TEN,27.0,17.0,False,13.0,True,True,True,False,False,44.0,Over
Regular Season,11,WAS,HOU,3.0,41.0,22.0,19.0,WAS,WAS,23.0,10.0,True,10.0,False,False,False,True,False,33.0,Under
Regular Season,11,NYJ,NE,3.5,38.0,17.25,20.75,NE,NE,3.0,10.0,True,3.5,False,True,False,False,False,13.0,Under
Regular Season,11,LA,NO,2.5,39.5,18.5,21.0,NO,NO,20.0,27.0,True,4.5,False,True,False,False,False,47.0,Over
Regular Season,11,CLE,BUF,7.5,50.5,21.5,29.0,BUF,BUF,23.0,31.0,True,0.5,False,True,False,False,False,54.0,Over
Regular Season,11,PHI,IND,6.5,45.5,26.0,19.5,PHI,PHI,17.0,16.0,False,5.5,False,False,False,True,False,33.0,Under
Regular Season,11,CHI,ATL,2.0,48.0,23.0,25.0,ATL,ATL,24.0,27.0,True,1.0,False,True,False,False,False,51.0,Over
Regular Season,11,CAR,BAL,12.5,41.5,14.5,27.0,BAL,BAL,3.0,13.0,False,2.5,False,True,False,False,False,16.0,Under
Regular Season,11,DET,NYG,3.0,44.5,20.75,23.75,NYG,DET,31.0,18.0,False,16.0,True,True,True,False,False,49.0,Over
Regular Season,11,LV,DEN,2.5,41.5,19.5,22.0,DEN,LV,22.0,16.0,False,8.5,True,True,True,False,False,38.0,Under
Regular Season,11,DAL,MIN,2.0,48.5,25.25,23.25,DAL,DAL,40.0,3.0,True,35.0,False,False,False,True,False,43.0,Under
Regular Season,11,CIN,PIT,3.5,39.5,21.5,18.0,CIN,CIN,37.0,30.0,True,3.5,False,False,False,True,False,67.0,Over
Regular Season,11,KC,LAC,5.5,52.5,29.0,23.5,KC,KC,30.0,27.0,False,2.5,False,False,False,True,False,57.0,Over
Regular Season,11,SF,ARI,10.5,42.5,26.5,16.0,SF,SF,38.0,10.0,True,17.5,False,False,False,True,False,48.0,Over
Regular Season,12,BUF,DET,10.0,54.0,32.0,22.0,BUF,BUF,28.0,25.0,False,7.0,False,False,False,True,False,53.0,Under
Regular Season,12,NYG,DAL,10.0,46.0,18.0,28.0,DAL,DAL,20.0,28.0,False,2.0,False,True,False,False,False,48.0,Over
Regular Season,12,NE,MIN,2.5,41.5,19.5,22.0,MIN,MIN,26.0,33.0,True,4.5,False,True,False,False,False,59.0,Over
Regular Season,12,CIN,TEN,1.0,43.0,22.0,21.0,CIN,CIN,20.0,16.0,True,3.0,False,False,False,True,False,36.0,Under
Regular Season,12,DEN,CAR,1.0,36.5,18.75,17.75,DEN,CAR,10.0,23.0,False,14.0,True,False,False,True,True,33.0,Under
Regular Season,12,CHI,NYJ,7.5,36.5,14.5,22.0,NYJ,NYJ,10.0,31.0,True,13.5,False,True,False,False,False,41.0,Over
Regular Season,12,ATL,WAS,3.5,40.5,18.5,22.0,WAS,WAS,13.0,19.0,True,2.5,False,True,False,False,False,32.0,Under
Regular Season,12,HOU,MIA,14.0,47.5,16.75,30.75,MIA,MIA,15.0,30.0,True,1.0,False,True,False,False,False,45.0,Under
Regular Season,12,TB,CLE,3.0,42.0,22.5,19.5,TB,CLE,17.0,23.0,False,9.0,True,False,False,True,True,40.0,Under
Regular Season,12,BAL,JAC,3.0,43.5,23.25,20.25,BAL,JAC,27.0,28.0,False,4.0,True,False,False,True,True,55.0,Over
Regular Season,12,LV,SEA,3.5,48.0,22.25,25.75,SEA,LV,40.0,34.0,False,9.5,True,True,True,False,False,74.0,Over
Regular Season,12,LAC,ARI,2.5,49.0,25.75,23.25,LAC,LAC,25.0,24.0,False,1.5,False,False,False,True,False,49.0,Push
Regular Season,12,NO,SF,8.5,43.5,17.5,26.0,SF,SF,0.0,13.0,True,4.5,False,True,False,False,False,13.0,Under
Regular Season,12,LA,KC,15.5,42.0,13.25,28.75,KC,KC,10.0,26.0,True,0.5,False,True,False,False,False,36.0,Under
Regular Season,12,GB,PHI,6.5,46.5,20.0,26.5,PHI,PHI,33.0,40.0,True,0.5,False,True,False,False,False,73.0,Over
Regular Season,12,PIT,IND,2.5,39.5,18.5,21.0,IND,PIT,24.0,17.0,False,9.5,True,True,True,False,False,41.0,Over
Regular Season,13,BUF,NE,3.5,43.5,23.5,20.0,BUF,BUF,24.0,10.0,True,10.5,False,False,False,True,False,34.0,Under
Regular Season,13,JAC,DET,1.0,51.0,25.0,26.0,DET,DET,14.0,40.0,True,25.0,False,True,False,False,False,54.0,Over
Regular Season,13,PIT,ATL,1.5,42.5,22.0,20.5,PIT,PIT,19.0,16.0,True,1.5,False,False,False,True,False,35.0,Under
Regular Season,13,DEN,BAL,8.5,40.5,16.0,24.5,BAL,BAL,9.0,10.0,False,7.5,False,True,False,False,False,19.0,Under
Regular Season,13,TEN,PHI,4.5,44.5,20.0,24.5,PHI,PHI,10.0,35.0,True,20.5,False,True,False,False,False,45.0,Over
Regular Season,13,GB,CHI,3.5,45.0,24.25,20.75,GB,GB,28.0,19.0,True,5.5,False,False,False,True,False,47.0,Over
Regular Season,13,NYJ,MIN,3.0,44.0,20.5,23.5,MIN,MIN,22.0,27.0,True,2.0,False,True,False,False,False,49.0,Over
Regular Season,13,WAS,NYG,2.5,40.0,21.25,18.75,WAS,NYG,20.0,20.0,False,2.5,False,False,False,True,False,40.0,Push
Regular Season,13,CLE,HOU,7.5,46.0,26.75,19.25,CLE,CLE,27.0,14.0,True,5.5,False,False,False,True,False,41.0,Under
Regular Season,13,SEA,LA,7.0,41.0,24.0,17.0,SEA,SEA,27.0,23.0,False,3.0,False,False,False,True,False,50.0,Over
Regular Season,13,MIA,SF,4.5,46.5,21.0,25.5,SF,SF,17.0,33.0,True,11.5,False,True,False,False,False,50.0,Over
Regular Season,13,KC,CIN,2.5,53.5,28.0,25.5,KC,CIN,24.0,27.0,False,5.5,True,False,False,True,True,51.0,Under
Regular Season,13,LAC,LV,2.5,49.5,23.5,26.0,LV,LV,20.0,27.0,True,4.5,False,True,False,False,False,47.0,Under
Regular Season,13,IND,DAL,11.0,44.5,16.75,27.75,DAL,DAL,19.0,54.0,True,24.0,False,True,False,False,False,73.0,Over
Regular Season,13,NO,TB,3.0,40.5,18.75,21.75,TB,TB,16.0,17.0,False,2.0,False,True,False,False,False,33.0,Under
Regular Season,14,LV,LA,6.0,42.0,24.0,18.0,LV,LA,16.0,17.0,False,7.0,True,False,False,True,True,33.0,Under
Regular Season,14,NYJ,BUF,10.0,43.5,16.75,26.75,BUF,BUF,12.0,20.0,False,2.0,False,True,False,False,False,32.0,Under
